"Indicator name";"indicator";"Country name";"country";"time";"value"
"Agricultural land";"FAO-6610-5110";"Guyana";"GUY";"1961";"1359"
"Agricultural land";"FAO-6610-5110";"Morocco";"MAR";"1961";"23370"
"Agricultural land";"FAO-6610-5110";"New Caledonia";"NCL";"1961";"261"
"Agricultural land";"FAO-6610-5110";"French Polynesia";"PYF";"1961";"44"
"Agricultural land";"FAO-6610-5110";"Syrian Arab Republic";"SYR";"1961";"14941"
"Agricultural land";"FAO-6610-5110";"Thailand";"THA";"1961";"11653"
"Agricultural land";"FAO-6610-5110";"Germany";"DEU";"1961";"19375"
"Agricultural land";"FAO-6610-5110";"Seychelles";"SYC";"1961";"5"
"Agricultural land";"FAO-6610-5110";"Fiji";"FJI";"1961";"227"
"Agricultural land";"FAO-6610-5110";"Wallis and Futuna Islands";"WLF";"1961";"4"
"Agricultural land";"FAO-6610-5110";"Ghana";"GHA";"1961";"11700"
"Agricultural land";"FAO-6610-5110";"Malaysia";"MYS";"1961";"3084.74"
"Agricultural land";"FAO-6610-5110";"Tokelau";"TKL";"1961";"0.3"
"Agricultural land";"FAO-6610-5110";"Denmark";"DNK";"1961";"3160"
"Agricultural land";"FAO-6610-5110";"India";"IND";"1961";"174952"
"Agricultural land";"FAO-6610-5110";"Liberia";"LBR";"1961";"2583"
"Agricultural land";"FAO-6610-5110";"Maldives";"MDV";"1961";"5"
"Agricultural land";"FAO-6610-5110";"Nepal";"NPL";"1961";"3553"
"Agricultural land";"FAO-6610-5110";"New Zealand";"NZL";"1961";"15777"
"Agricultural land";"FAO-6610-5110";"Yemen";"YEM";"1961";"23337"
"Agricultural land";"FAO-6610-5110";"Mali";"MLI";"1961";"31698"
"Agricultural land";"FAO-6610-5110";"Netherlands";"NLD";"1961";"2314"
"Agricultural land";"FAO-6610-5110";"Philippines";"PHL";"1961";"7713"
"Agricultural land";"FAO-6610-5110";"Brunei Darussalam";"BRN";"1961";"21"
"Agricultural land";"FAO-6610-5110";"Mauritius";"MUS";"1961";"99"
"Agricultural land";"FAO-6610-5110";"Cyprus";"CYP";"1961";"404"
"Agricultural land";"FAO-6610-5110";"Haiti";"HTI";"1961";"1660"
"Agricultural land";"FAO-6610-5110";"Norfolk Island";"NFK";"1961";"1"
"Agricultural land";"FAO-6610-5110";"Saint Pierre and Miquelon";"SPM";"1961";"3"
"Agricultural land";"FAO-6610-5110";"Sao Tome and Principe";"STP";"1961";"35"
"Agricultural land";"FAO-6610-5110";"Guinea-Bissau";"GNB";"1961";"1358"
"Agricultural land";"FAO-6610-5110";"Montserrat";"MSR";"1961";"5"
"Agricultural land";"FAO-6610-5110";"Qatar";"QAT";"1961";"51"
"Agricultural land";"FAO-6610-5110";"Tunisia";"TUN";"1961";"8648"
"Agricultural land";"FAO-6610-5110";"British Virgin Islands";"VGB";"1961";"6"
"Agricultural land";"FAO-6610-5110";"Ivory Coast";"CIV";"1961";"15680"
"Agricultural land";"FAO-6610-5110";"Spain";"ESP";"1961";"33230"
"Agricultural land";"FAO-6610-5110";"Equatorial Guinea";"GNQ";"1961";"314"
"Agricultural land";"FAO-6610-5110";"Puerto Rico";"PRI";"1961";"616"
"Agricultural land";"FAO-6610-5110";"Faroe Islands";"FRO";"1961";"3"
"Agricultural land";"FAO-6610-5110";"Guatemala";"GTM";"1961";"2646"
"Agricultural land";"FAO-6610-5110";"Guam";"GUM";"1961";"16"
"Agricultural land";"FAO-6610-5110";"Rwanda";"RWA";"1961";"1315"
"Agricultural land";"FAO-6610-5110";"Chile";"CHL";"1961";"13386"
"Agricultural land";"FAO-6610-5110";"Congo";"COG";"1961";"10540"
"Agricultural land";"FAO-6610-5110";"Malawi";"MWI";"1961";"3200"
"Agricultural land";"FAO-6610-5110";"Togo";"TGO";"1961";"3070"
"Agricultural land";"FAO-6610-5110";"Argentina";"ARG";"1961";"137829"
"Agricultural land";"FAO-6610-5110";"Benin";"BEN";"1961";"1442"
"Agricultural land";"FAO-6610-5110";"Barbados";"BRB";"1961";"19"
"Agricultural land";"FAO-6610-5110";"Canada";"CAN";"1961";"61843"
"Agricultural land";"FAO-6610-5110";"Switzerland";"CHE";"1961";"1736.3"
"Agricultural land";"FAO-6610-5110";"South Africa";"ZAF";"1961";"101335"
"Agricultural land";"FAO-6610-5110";"Zimbabwe";"ZWE";"1961";"10985"
"Agricultural land";"FAO-6610-5110";"Algeria";"DZA";"1961";"45471"
"Agricultural land";"FAO-6610-5110";"Japan";"JPN";"1961";"7110"
"Agricultural land";"FAO-6610-5110";"Dominican Republic";"DOM";"1961";"2190"
"Agricultural land";"FAO-6610-5110";"Sweden";"SWE";"1961";"4237"
"Agricultural land";"FAO-6610-5110";"Zambia";"ZMB";"1961";"19307"
"Agricultural land";"FAO-6610-5110";"Brazil";"BRA";"1961";"156959"
"Agricultural land";"FAO-6610-5110";"Iran";"IRN";"1961";"59271"
"Agricultural land";"FAO-6610-5110";"Cambodia";"KHM";"1961";"3518"
"Agricultural land";"FAO-6610-5110";"American Samoa";"ASM";"1961";"3"
"Agricultural land";"FAO-6610-5110";"France";"FRA";"1961";"34539"
"Agricultural land";"FAO-6610-5110";"Mongolia";"MNG";"1961";"140683"
"Agricultural land";"FAO-6610-5110";"Romania";"ROU";"1961";"14601"
"Agricultural land";"FAO-6610-5110";"Senegal";"SEN";"1961";"8647"
"Agricultural land";"FAO-6610-5110";"Afghanistan";"AFG";"1961";"37700"
"Agricultural land";"FAO-6610-5110";"French Guiana";"GUF";"1961";"6"
"Agricultural land";"FAO-6610-5110";"Kiribati";"KIR";"1961";"39"
"Agricultural land";"FAO-6610-5110";"Niue";"NIU";"1961";"3"
"Agricultural land";"FAO-6610-5110";"Vietnam";"VNM";"1961";"6292"
"Agricultural land";"FAO-6610-5110";"Comoros";"COM";"1961";"95"
"Agricultural land";"FAO-6610-5110";"Costa Rica";"CRI";"1961";"1395"
"Agricultural land";"FAO-6610-5110";"Nauru";"NRU";"1961";"0.3"
"Agricultural land";"FAO-6610-5110";"Papua New Guinea";"PNG";"1961";"495"
"Agricultural land";"FAO-6610-5110";"United States of America";"USA";"1961";"447509"
"Agricultural land";"FAO-6610-5110";"Iceland";"ISL";"1961";"2120"
"Agricultural land";"FAO-6610-5110";"Cameroon";"CMR";"1961";"7510"
"Agricultural land";"FAO-6610-5110";"Gambia";"GMB";"1961";"524"
"Agricultural land";"FAO-6610-5110";"Republic of Korea";"KOR";"1961";"2113"
"Agricultural land";"FAO-6610-5110";"Sri Lanka";"LKA";"1961";"1723"
"Agricultural land";"FAO-6610-5110";"United States Virgin Islands";"VIR";"1961";"12"
"Agricultural land";"FAO-6610-5110";"Tonga";"TON";"1961";"27"
"Agricultural land";"FAO-6610-5110";"United Arab Emirates";"ARE";"1961";"208"
"Agricultural land";"FAO-6610-5110";"Somalia";"SOM";"1961";"43905"
"Agricultural land";"FAO-6610-5110";"Andorra";"AND";"1961";"26"
"Agricultural land";"FAO-6610-5110";"Myanmar";"MMR";"1961";"10430"
"Agricultural land";"FAO-6610-5110";"Trinidad and Tobago";"TTO";"1961";"97"
"Agricultural land";"FAO-6610-5110";"Poland";"POL";"1961";"20322"
"Agricultural land";"FAO-6610-5110";"Martinique";"MTQ";"1961";"34"
"Agricultural land";"FAO-6610-5110";"Greece";"GRC";"1961";"8910"
"Agricultural land";"FAO-6610-5110";"Runion";"REU";"1961";"61"
"Agricultural land";"FAO-6610-5110";"Belize";"BLZ";"1961";"79"
"Agricultural land";"FAO-6610-5110";"Bangladesh";"BGD";"1961";"9480"
"Agricultural land";"FAO-6610-5110";"Burundi";"BDI";"1961";"1575"
"Agricultural land";"FAO-6610-5110";"Cape Verde";"CPV";"1961";"65"
"Agricultural land";"FAO-6610-5110";"Cayman Islands";"CYM";"1961";"2.7"
"Agricultural land";"FAO-6610-5110";"Burkina Faso";"BFA";"1961";"8139"
"Agricultural land";"FAO-6610-5110";"Turks and Caicos Islands";"TCA";"1961";"1"
"Agricultural land";"FAO-6610-5110";"Venezuela";"VEN";"1961";"19232"
"Agricultural land";"FAO-6610-5110";"Angola";"AGO";"1961";"57170"
"Agricultural land";"FAO-6610-5110";"Gabon";"GAB";"1961";"5195"
"Agricultural land";"FAO-6610-5110";"Lesotho";"LSO";"1961";"2581"
"Agricultural land";"FAO-6610-5110";"Peru";"PER";"1961";"16956"
"Agricultural land";"FAO-6610-5110";"Saudi Arabia";"SAU";"1961";"86170"
"Agricultural land";"FAO-6610-5110";"Uruguay";"URY";"1961";"16354"
"Agricultural land";"FAO-6610-5110";"Tuvalu";"TUV";"1961";"2"
"Agricultural land";"FAO-6610-5110";"Vanuatu";"VUT";"1961";"105"
"Agricultural land";"FAO-6610-5110";"Saint Kitts and Nevis";"KNA";"1961";"20"
"Agricultural land";"FAO-6610-5110";"Antigua and Barbuda";"ATG";"1961";"10"
"Agricultural land";"FAO-6610-5110";"Democratic People's Republic of Korea";"PRK";"1961";"2380"
"Agricultural land";"FAO-6610-5110";"Solomon Islands";"SLB";"1961";"55"
"Agricultural land";"FAO-6610-5110";"Turkey";"TUR";"1961";"36517"
"Agricultural land";"FAO-6610-5110";"Albania";"ALB";"1961";"1232"
"Agricultural land";"FAO-6610-5110";"Guadeloupe";"GLP";"1961";"58"
"Agricultural land";"FAO-6610-5110";"Italy";"ITA";"1961";"20683"
"Agricultural land";"FAO-6610-5110";"Ecuador";"ECU";"1961";"4710"
"Agricultural land";"FAO-6610-5110";"Finland";"FIN";"1961";"2765.7"
"Agricultural land";"FAO-6610-5110";"Indonesia";"IDN";"1961";"38600"
"Agricultural land";"FAO-6610-5110";"Democratic Republic of the Congo";"COD";"1961";"25050"
"Agricultural land";"FAO-6610-5110";"Bahrain";"BHR";"1961";"7"
"Agricultural land";"FAO-6610-5110";"Dominica";"DMA";"1961";"17"
"Agricultural land";"FAO-6610-5110";"Isle of Man";"IMN";"1961";"32.5"
"Agricultural land";"FAO-6610-5110";"Jamaica";"JAM";"1961";"533"
"Agricultural land";"FAO-6610-5110";"Pakistan";"PAK";"1961";"35730"
"Agricultural land";"FAO-6610-5110";"Panama";"PAN";"1961";"1624"
"Agricultural land";"FAO-6610-5110";"Sierra Leone";"SLE";"1961";"2612"
"Agricultural land";"FAO-6610-5110";"Eswatini";"SWZ";"1961";"1468"
"Agricultural land";"FAO-6610-5110";"Chad";"TCD";"1961";"47900"
"Agricultural land";"FAO-6610-5110";"Samoa";"WSM";"1961";"56"
"Agricultural land";"FAO-6610-5110";"Egypt";"EGY";"1961";"2568"
"Agricultural land";"FAO-6610-5110";"Saint Lucia";"LCA";"1961";"17"
"Agricultural land";"FAO-6610-5110";"Aruba";"ABW";"1961";"2"
"Agricultural land";"FAO-6610-5110";"Bulgaria";"BGR";"1961";"5673"
"Agricultural land";"FAO-6610-5110";"Botswana";"BWA";"1961";"26000"
"Agricultural land";"FAO-6610-5110";"Central African Republic";"CAF";"1961";"4738"
"Agricultural land";"FAO-6610-5110";"Western Sahara";"ESH";"1961";"5000"
"Agricultural land";"FAO-6610-5110";"Grenada";"GRD";"1961";"22"
"Agricultural land";"FAO-6610-5110";"Honduras";"HND";"1961";"2980"
"Agricultural land";"FAO-6610-5110";"Hungary";"HUN";"1961";"7083"
"Agricultural land";"FAO-6610-5110";"Singapore";"SGP";"1961";"14"
"Agricultural land";"FAO-6610-5110";"Saint Vincent and the Grenadines";"VCT";"1961";"10"
"Agricultural land";"FAO-6610-5110";"Bermuda";"BMU";"1961";"0.4"
"Agricultural land";"FAO-6610-5110";"Bolivia";"BOL";"1961";"30042"
"Agricultural land";"FAO-6610-5110";"Bhutan";"BTN";"1961";"361"
"Agricultural land";"FAO-6610-5110";"Lebanon";"LBN";"1961";"562"
"Agricultural land";"FAO-6610-5110";"Madagascar";"MDG";"1961";"35145"
"Agricultural land";"FAO-6610-5110";"Namibia";"NAM";"1961";"38642"
"Agricultural land";"FAO-6610-5110";"Nigeria";"NGA";"1961";"53176.5"
"Agricultural land";"FAO-6610-5110";"Oman";"OMN";"1961";"1035"
"Agricultural land";"FAO-6610-5110";"Australia";"AUS";"1961";"474484"
"Agricultural land";"FAO-6610-5110";"Djibouti";"DJI";"1961";"1301"
"Agricultural land";"FAO-6610-5110";"Libya";"LBY";"1961";"11170"
"Agricultural land";"FAO-6610-5110";"Mozambique";"MOZ";"1961";"46649"
"Agricultural land";"FAO-6610-5110";"Israel";"ISR";"1961";"511"
"Agricultural land";"FAO-6610-5110";"Niger";"NER";"1961";"31500"
"Agricultural land";"FAO-6610-5110";"Bahamas";"BHS";"1961";"10"
"Agricultural land";"FAO-6610-5110";"Hong Kong";"HKG";"1961";"14"
"Agricultural land";"FAO-6610-5110";"Kenya";"KEN";"1961";"25200"
"Agricultural land";"FAO-6610-5110";"Kuwait";"KWT";"1961";"135"
"Agricultural land";"FAO-6610-5110";"Saint Helena, Ascension and Tristan da Cunha";"SHN";"1961";"10"
"Agricultural land";"FAO-6610-5110";"Tanzania";"TZA";"1961";"26000"
"Agricultural land";"FAO-6610-5110";"Austria";"AUT";"1961";"3555.4"
"Agricultural land";"FAO-6610-5110";"Cook Islands";"COK";"1961";"6"
"Agricultural land";"FAO-6610-5110";"Colombia";"COL";"1961";"39970"
"Agricultural land";"FAO-6610-5110";"Greenland";"GRL";"1961";"235"
"Agricultural land";"FAO-6610-5110";"Liechtenstein";"LIE";"1961";"9"
"Agricultural land";"FAO-6610-5110";"Taiwan";"TWN";"1961";"884"
"Agricultural land";"FAO-6610-5110";"United Kingdom";"GBR";"1961";"19800"
"Agricultural land";"FAO-6610-5110";"San Marino";"SMR";"1961";"1"
"Agricultural land";"FAO-6610-5110";"Falkland Islands";"FLK";"1961";"1200"
"Agricultural land";"FAO-6610-5110";"Iraq";"IRQ";"1961";"8800"
"Agricultural land";"FAO-6610-5110";"Guinea";"GIN";"1961";"14620"
"Agricultural land";"FAO-6610-5110";"Paraguay";"PRY";"1961";"10411"
"Agricultural land";"FAO-6610-5110";"Suriname";"SUR";"1961";"41"
"Agricultural land";"FAO-6610-5110";"Uganda";"UGA";"1961";"9018"
"Agricultural land";"FAO-6610-5110";"China";"CHN";"1961";"343248"
"Agricultural land";"FAO-6610-5110";"Portugal";"PRT";"1961";"3875"
"Agricultural land";"FAO-6610-5110";"Lao";"LAO";"1961";"1550"
"Agricultural land";"FAO-6610-5110";"Mayotte";"MYT";"1961";"15.02"
"Agricultural land";"FAO-6610-5110";"Nicaragua";"NIC";"1961";"3430"
"Agricultural land";"FAO-6610-5110";"Norway";"NOR";"1961";"1034"
"Agricultural land";"FAO-6610-5110";"Mauritania";"MRT";"1961";"39522"
"Agricultural land";"FAO-6610-5110";"Mexico";"MEX";"1961";"98316"
"Agricultural land";"FAO-6610-5110";"Jordan";"JOR";"1961";"1084"
"Agricultural land";"FAO-6610-5110";"El Salvador";"SLV";"1961";"1252"
"Agricultural land";"FAO-6610-5110";"Timor-Leste";"TLS";"1961";"230"
"Agricultural land";"FAO-6610-5110";"Cuba";"CUB";"1961";"3550"
"Agricultural land";"FAO-6610-5110";"Ireland";"IRL";"1961";"5640"
"Agricultural land";"FAO-6610-5110";"Malta";"MLT";"1961";"18"
"Agricultural land";"FAO-6610-5110";"Palestine";"PSE";"1961";"366"
"Agricultural land";"FAO-6610-5110";"French Guiana";"GUF";"1962";"7"
"Agricultural land";"FAO-6610-5110";"Malawi";"MWI";"1962";"3300"
"Agricultural land";"FAO-6610-5110";"Solomon Islands";"SLB";"1962";"55"
"Agricultural land";"FAO-6610-5110";"Turks and Caicos Islands";"TCA";"1962";"1"
"Agricultural land";"FAO-6610-5110";"Tokelau";"TKL";"1962";"0.4"
"Agricultural land";"FAO-6610-5110";"Bulgaria";"BGR";"1962";"5685"
"Agricultural land";"FAO-6610-5110";"Cook Islands";"COK";"1962";"6"
"Agricultural land";"FAO-6610-5110";"Western Sahara";"ESH";"1962";"5000"
"Agricultural land";"FAO-6610-5110";"Guinea";"GIN";"1962";"14619"
"Agricultural land";"FAO-6610-5110";"Kenya";"KEN";"1962";"25205"
"Agricultural land";"FAO-6610-5110";"Senegal";"SEN";"1962";"8647"
"Agricultural land";"FAO-6610-5110";"Zimbabwe";"ZWE";"1962";"11070"
"Agricultural land";"FAO-6610-5110";"Bangladesh";"BGD";"1962";"9477"
"Agricultural land";"FAO-6610-5110";"Faroe Islands";"FRO";"1962";"3"
"Agricultural land";"FAO-6610-5110";"Greenland";"GRL";"1962";"235"
"Agricultural land";"FAO-6610-5110";"Kuwait";"KWT";"1962";"135"
"Agricultural land";"FAO-6610-5110";"Andorra";"AND";"1962";"26"
"Agricultural land";"FAO-6610-5110";"Brazil";"BRA";"1962";"160666"
"Agricultural land";"FAO-6610-5110";"Indonesia";"IDN";"1962";"38600"
"Agricultural land";"FAO-6610-5110";"Mozambique";"MOZ";"1962";"46660"
"Agricultural land";"FAO-6610-5110";"Germany";"DEU";"1962";"19393"
"Agricultural land";"FAO-6610-5110";"Spain";"ESP";"1962";"33232"
"Agricultural land";"FAO-6610-5110";"Liechtenstein";"LIE";"1962";"9"
"Agricultural land";"FAO-6610-5110";"Mauritius";"MUS";"1962";"100"
"Agricultural land";"FAO-6610-5110";"Tanzania";"TZA";"1962";"26000"
"Agricultural land";"FAO-6610-5110";"United States Virgin Islands";"VIR";"1962";"12"
"Agricultural land";"FAO-6610-5110";"Cameroon";"CMR";"1962";"7570"
"Agricultural land";"FAO-6610-5110";"Rwanda";"RWA";"1962";"1325"
"Agricultural land";"FAO-6610-5110";"Burkina Faso";"BFA";"1962";"8149"
"Agricultural land";"FAO-6610-5110";"Antigua and Barbuda";"ATG";"1962";"9"
"Agricultural land";"FAO-6610-5110";"Grenada";"GRD";"1962";"22"
"Agricultural land";"FAO-6610-5110";"San Marino";"SMR";"1962";"1"
"Agricultural land";"FAO-6610-5110";"Chile";"CHL";"1962";"13556"
"Agricultural land";"FAO-6610-5110";"Vietnam";"VNM";"1962";"6297"
"Agricultural land";"FAO-6610-5110";"Benin";"BEN";"1962";"1462"
"Agricultural land";"FAO-6610-5110";"Democratic Republic of the Congo";"COD";"1962";"25070"
"Agricultural land";"FAO-6610-5110";"Guinea-Bissau";"GNB";"1962";"1358"
"Agricultural land";"FAO-6610-5110";"Saint Lucia";"LCA";"1962";"17"
"Agricultural land";"FAO-6610-5110";"Mongolia";"MNG";"1962";"140683"
"Agricultural land";"FAO-6610-5110";"Montserrat";"MSR";"1962";"5"
"Agricultural land";"FAO-6610-5110";"Vanuatu";"VUT";"1962";"105"
"Agricultural land";"FAO-6610-5110";"Iran";"IRN";"1962";"59290"
"Agricultural land";"FAO-6610-5110";"Jamaica";"JAM";"1962";"535"
"Agricultural land";"FAO-6610-5110";"Liberia";"LBR";"1962";"2581"
"Agricultural land";"FAO-6610-5110";"Madagascar";"MDG";"1962";"35170"
"Agricultural land";"FAO-6610-5110";"Algeria";"DZA";"1962";"44900"
"Agricultural land";"FAO-6610-5110";"Cambodia";"KHM";"1962";"3533"
"Agricultural land";"FAO-6610-5110";"Congo";"COG";"1962";"10540"
"Agricultural land";"FAO-6610-5110";"Martinique";"MTQ";"1962";"34"
"Agricultural land";"FAO-6610-5110";"Seychelles";"SYC";"1962";"5"
"Agricultural land";"FAO-6610-5110";"Barbados";"BRB";"1962";"19"
"Agricultural land";"FAO-6610-5110";"Cyprus";"CYP";"1962";"402"
"Agricultural land";"FAO-6610-5110";"Dominican Republic";"DOM";"1962";"2205"
"Agricultural land";"FAO-6610-5110";"Ghana";"GHA";"1962";"11700"
"Agricultural land";"FAO-6610-5110";"Maldives";"MDV";"1962";"5"
"Agricultural land";"FAO-6610-5110";"Palestine";"PSE";"1962";"366"
"Agricultural land";"FAO-6610-5110";"Syrian Arab Republic";"SYR";"1962";"14970"
"Agricultural land";"FAO-6610-5110";"Timor-Leste";"TLS";"1962";"230"
"Agricultural land";"FAO-6610-5110";"Bolivia";"BOL";"1962";"29942"
"Agricultural land";"FAO-6610-5110";"Lao";"LAO";"1962";"1550"
"Agricultural land";"FAO-6610-5110";"Saint Pierre and Miquelon";"SPM";"1962";"3"
"Agricultural land";"FAO-6610-5110";"Togo";"TGO";"1962";"3070"
"Agricultural land";"FAO-6610-5110";"Bahrain";"BHR";"1962";"7"
"Agricultural land";"FAO-6610-5110";"Denmark";"DNK";"1962";"3141"
"Agricultural land";"FAO-6610-5110";"Fiji";"FJI";"1962";"227"
"Agricultural land";"FAO-6610-5110";"Brunei Darussalam";"BRN";"1962";"21"
"Agricultural land";"FAO-6610-5110";"Romania";"ROU";"1962";"14688"
"Agricultural land";"FAO-6610-5110";"American Samoa";"ASM";"1962";"3"
"Agricultural land";"FAO-6610-5110";"Namibia";"NAM";"1962";"38642"
"Agricultural land";"FAO-6610-5110";"New Zealand";"NZL";"1962";"15857"
"Agricultural land";"FAO-6610-5110";"Sweden";"SWE";"1962";"4172"
"Agricultural land";"FAO-6610-5110";"Somalia";"SOM";"1962";"43910"
"Agricultural land";"FAO-6610-5110";"Finland";"FIN";"1962";"2785.1"
"Agricultural land";"FAO-6610-5110";"Hong Kong";"HKG";"1962";"14"
"Agricultural land";"FAO-6610-5110";"Haiti";"HTI";"1962";"1665"
"Agricultural land";"FAO-6610-5110";"Belize";"BLZ";"1962";"79"
"Agricultural land";"FAO-6610-5110";"Panama";"PAN";"1962";"1634"
"Agricultural land";"FAO-6610-5110";"Bhutan";"BTN";"1962";"363"
"Agricultural land";"FAO-6610-5110";"Japan";"JPN";"1962";"7120"
"Agricultural land";"FAO-6610-5110";"Ivory Coast";"CIV";"1962";"15880"
"Agricultural land";"FAO-6610-5110";"Cuba";"CUB";"1962";"3805"
"Agricultural land";"FAO-6610-5110";"Myanmar";"MMR";"1962";"10470"
"Agricultural land";"FAO-6610-5110";"France";"FRA";"1962";"34440"
"Agricultural land";"FAO-6610-5110";"Guadeloupe";"GLP";"1962";"58"
"Agricultural land";"FAO-6610-5110";"Iraq";"IRQ";"1962";"8855"
"Agricultural land";"FAO-6610-5110";"Kiribati";"KIR";"1962";"39"
"Agricultural land";"FAO-6610-5110";"Eswatini";"SWZ";"1962";"1478"
"Agricultural land";"FAO-6610-5110";"Tunisia";"TUN";"1962";"8627"
"Agricultural land";"FAO-6610-5110";"Canada";"CAN";"1962";"62280"
"Agricultural land";"FAO-6610-5110";"Pakistan";"PAK";"1962";"35840"
"Agricultural land";"FAO-6610-5110";"Isle of Man";"IMN";"1962";"32.5"
"Agricultural land";"FAO-6610-5110";"Comoros";"COM";"1962";"95"
"Agricultural land";"FAO-6610-5110";"Saint Vincent and the Grenadines";"VCT";"1962";"10"
"Agricultural land";"FAO-6610-5110";"Afghanistan";"AFG";"1962";"37760"
"Agricultural land";"FAO-6610-5110";"Angola";"AGO";"1962";"57200"
"Agricultural land";"FAO-6610-5110";"Burundi";"BDI";"1962";"1590"
"Agricultural land";"FAO-6610-5110";"Botswana";"BWA";"1962";"26000"
"Agricultural land";"FAO-6610-5110";"Cayman Islands";"CYM";"1962";"2.7"
"Agricultural land";"FAO-6610-5110";"Iceland";"ISL";"1962";"2120"
"Agricultural land";"FAO-6610-5110";"Peru";"PER";"1962";"17099"
"Agricultural land";"FAO-6610-5110";"Philippines";"PHL";"1962";"7792"
"Agricultural land";"FAO-6610-5110";"Saudi Arabia";"SAU";"1962";"86190"
"Agricultural land";"FAO-6610-5110";"Sao Tome and Principe";"STP";"1962";"35"
"Agricultural land";"FAO-6610-5110";"Suriname";"SUR";"1962";"42"
"Agricultural land";"FAO-6610-5110";"Egypt";"EGY";"1962";"2505"
"Agricultural land";"FAO-6610-5110";"United Kingdom";"GBR";"1962";"19779"
"Agricultural land";"FAO-6610-5110";"Guyana";"GUY";"1962";"1359"
"Agricultural land";"FAO-6610-5110";"Runion";"REU";"1962";"61"
"Agricultural land";"FAO-6610-5110";"China";"CHN";"1962";"346001"
"Agricultural land";"FAO-6610-5110";"Equatorial Guinea";"GNQ";"1962";"319"
"Agricultural land";"FAO-6610-5110";"Mali";"MLI";"1962";"31703"
"Agricultural land";"FAO-6610-5110";"Netherlands";"NLD";"1962";"2303"
"Agricultural land";"FAO-6610-5110";"Turkey";"TUR";"1962";"36648"
"Agricultural land";"FAO-6610-5110";"Taiwan";"TWN";"1962";"887"
"Agricultural land";"FAO-6610-5110";"Venezuela";"VEN";"1962";"19302"
"Agricultural land";"FAO-6610-5110";"Guam";"GUM";"1962";"16"
"Agricultural land";"FAO-6610-5110";"South Africa";"ZAF";"1962";"100135"
"Agricultural land";"FAO-6610-5110";"Tonga";"TON";"1962";"28"
"Agricultural land";"FAO-6610-5110";"Albania";"ALB";"1962";"1232"
"Agricultural land";"FAO-6610-5110";"Central African Republic";"CAF";"1962";"4748"
"Agricultural land";"FAO-6610-5110";"Ecuador";"ECU";"1962";"4710"
"Agricultural land";"FAO-6610-5110";"Israel";"ISR";"1962";"505"
"Agricultural land";"FAO-6610-5110";"Mexico";"MEX";"1962";"98179"
"Agricultural land";"FAO-6610-5110";"Mayotte";"MYT";"1962";"15.02"
"Agricultural land";"FAO-6610-5110";"Papua New Guinea";"PNG";"1962";"495"
"Agricultural land";"FAO-6610-5110";"Sierra Leone";"SLE";"1962";"2617"
"Agricultural land";"FAO-6610-5110";"Costa Rica";"CRI";"1962";"1410"
"Agricultural land";"FAO-6610-5110";"Gabon";"GAB";"1962";"5210"
"Agricultural land";"FAO-6610-5110";"Italy";"ITA";"1962";"20652"
"Agricultural land";"FAO-6610-5110";"Poland";"POL";"1962";"20262"
"Agricultural land";"FAO-6610-5110";"Samoa";"WSM";"1962";"57"
"Agricultural land";"FAO-6610-5110";"Libya";"LBY";"1962";"11383"
"Agricultural land";"FAO-6610-5110";"Malta";"MLT";"1962";"17"
"Agricultural land";"FAO-6610-5110";"Mauritania";"MRT";"1962";"39522"
"Agricultural land";"FAO-6610-5110";"Chad";"TCD";"1962";"47900"
"Agricultural land";"FAO-6610-5110";"Australia";"AUS";"1962";"476593"
"Agricultural land";"FAO-6610-5110";"Bahamas";"BHS";"1962";"10"
"Agricultural land";"FAO-6610-5110";"Switzerland";"CHE";"1962";"1733.4"
"Agricultural land";"FAO-6610-5110";"Greece";"GRC";"1962";"8902"
"Agricultural land";"FAO-6610-5110";"Honduras";"HND";"1962";"2990"
"Agricultural land";"FAO-6610-5110";"Morocco";"MAR";"1962";"23580"
"Agricultural land";"FAO-6610-5110";"Norway";"NOR";"1962";"1031"
"Agricultural land";"FAO-6610-5110";"Oman";"OMN";"1962";"1035"
"Agricultural land";"FAO-6610-5110";"Democratic People's Republic of Korea";"PRK";"1962";"2380"
"Agricultural land";"FAO-6610-5110";"Trinidad and Tobago";"TTO";"1962";"97"
"Agricultural land";"FAO-6610-5110";"Uganda";"UGA";"1962";"9114"
"Agricultural land";"FAO-6610-5110";"Nauru";"NRU";"1962";"0.3"
"Agricultural land";"FAO-6610-5110";"Niger";"NER";"1962";"31500"
"Agricultural land";"FAO-6610-5110";"Austria";"AUT";"1962";"3531"
"Agricultural land";"FAO-6610-5110";"Bermuda";"BMU";"1962";"0.3"
"Agricultural land";"FAO-6610-5110";"Aruba";"ABW";"1962";"2"
"Agricultural land";"FAO-6610-5110";"Colombia";"COL";"1962";"40972"
"Agricultural land";"FAO-6610-5110";"Ireland";"IRL";"1962";"5647"
"Agricultural land";"FAO-6610-5110";"Republic of Korea";"KOR";"1962";"2081"
"Agricultural land";"FAO-6610-5110";"Malaysia";"MYS";"1962";"3150.95"
"Agricultural land";"FAO-6610-5110";"Nepal";"NPL";"1962";"3553"
"Agricultural land";"FAO-6610-5110";"El Salvador";"SLV";"1962";"1252"
"Agricultural land";"FAO-6610-5110";"Falkland Islands";"FLK";"1962";"1200"
"Agricultural land";"FAO-6610-5110";"Guatemala";"GTM";"1962";"2658"
