"Indicator name";"indicator";"Country name";"country";"time";"value"
"Agricultural land";"FAO-6610-5110";"Wallis and Futuna Islands";"WLF";"1969";"4"
"Agricultural land";"FAO-6610-5110";"Timor-Leste";"TLS";"1969";"233"
"Agricultural land";"FAO-6610-5110";"Argentina";"ARG";"1969";"129302"
"Agricultural land";"FAO-6610-5110";"Burundi";"BDI";"1969";"1897"
"Agricultural land";"FAO-6610-5110";"Bhutan";"BTN";"1969";"370"
"Agricultural land";"FAO-6610-5110";"Hungary";"HUN";"1969";"6888"
"Agricultural land";"FAO-6610-5110";"Ghana";"GHA";"1969";"11700"
"Agricultural land";"FAO-6610-5110";"Congo";"COG";"1969";"10544"
"Agricultural land";"FAO-6610-5110";"Lebanon";"LBN";"1969";"620"
"Agricultural land";"FAO-6610-5110";"Singapore";"SGP";"1969";"12"
"Agricultural land";"FAO-6610-5110";"Tunisia";"TUN";"1969";"8716"
"Agricultural land";"FAO-6610-5110";"Djibouti";"DJI";"1969";"1301"
"Agricultural land";"FAO-6610-5110";"Gabon";"GAB";"1969";"5215"
"Agricultural land";"FAO-6610-5110";"Guinea-Bissau";"GNB";"1969";"1368"
"Agricultural land";"FAO-6610-5110";"Iraq";"IRQ";"1969";"8990"
"Agricultural land";"FAO-6610-5110";"Liechtenstein";"LIE";"1969";"9"
"Agricultural land";"FAO-6610-5110";"Niue";"NIU";"1969";"4"
"Agricultural land";"FAO-6610-5110";"Pakistan";"PAK";"1969";"35700"
"Agricultural land";"FAO-6610-5110";"Thailand";"THA";"1969";"13920"
"Agricultural land";"FAO-6610-5110";"Vietnam";"VNM";"1969";"6382"
"Agricultural land";"FAO-6610-5110";"Seychelles";"SYC";"1969";"5"
"Agricultural land";"FAO-6610-5110";"Mayotte";"MYT";"1969";"16.02"
"Agricultural land";"FAO-6610-5110";"New Zealand";"NZL";"1969";"15683"
"Agricultural land";"FAO-6610-5110";"Guinea";"GIN";"1969";"14452"
"Agricultural land";"FAO-6610-5110";"Albania";"ALB";"1969";"1235"
"Agricultural land";"FAO-6610-5110";"Jamaica";"JAM";"1969";"517"
"Agricultural land";"FAO-6610-5110";"Sierra Leone";"SLE";"1969";"2659"
"Agricultural land";"FAO-6610-5110";"Australia";"AUS";"1969";"510888"
"Agricultural land";"FAO-6610-5110";"Italy";"ITA";"1969";"20227"
"Agricultural land";"FAO-6610-5110";"Malta";"MLT";"1969";"14"
"Agricultural land";"FAO-6610-5110";"Somalia";"SOM";"1969";"43945"
"Agricultural land";"FAO-6610-5110";"Chad";"TCD";"1969";"47900"
"Agricultural land";"FAO-6610-5110";"Tonga";"TON";"1969";"33"
"Agricultural land";"FAO-6610-5110";"Kenya";"KEN";"1969";"25240"
"Agricultural land";"FAO-6610-5110";"Martinique";"MTQ";"1969";"38"
"Agricultural land";"FAO-6610-5110";"Nicaragua";"NIC";"1969";"3585"
"Agricultural land";"FAO-6610-5110";"Antigua and Barbuda";"ATG";"1969";"11"
"Agricultural land";"FAO-6610-5110";"Republic of Korea";"KOR";"1969";"2337"
"Agricultural land";"FAO-6610-5110";"Qatar";"QAT";"1969";"51"
"Agricultural land";"FAO-6610-5110";"Uganda";"UGA";"1969";"9950"
"Agricultural land";"FAO-6610-5110";"Cameroon";"CMR";"1969";"7970"
"Agricultural land";"FAO-6610-5110";"Isle of Man";"IMN";"1969";"31.6"
"Agricultural land";"FAO-6610-5110";"Costa Rica";"CRI";"1969";"1790"
"Agricultural land";"FAO-6610-5110";"Spain";"ESP";"1969";"32527"
"Agricultural land";"FAO-6610-5110";"Guadeloupe";"GLP";"1969";"61"
"Agricultural land";"FAO-6610-5110";"Saint Kitts and Nevis";"KNA";"1969";"18"
"Agricultural land";"FAO-6610-5110";"Myanmar";"MMR";"1969";"10767"
"Agricultural land";"FAO-6610-5110";"French Polynesia";"PYF";"1969";"44"
"Agricultural land";"FAO-6610-5110";"Rwanda";"RWA";"1969";"1397"
"Agricultural land";"FAO-6610-5110";"Solomon Islands";"SLB";"1969";"55"
"Agricultural land";"FAO-6610-5110";"Sao Tome and Principe";"STP";"1969";"36"
"Agricultural land";"FAO-6610-5110";"Eswatini";"SWZ";"1969";"1494"
"Agricultural land";"FAO-6610-5110";"United States of America";"USA";"1969";"435447"
"Agricultural land";"FAO-6610-5110";"China";"CHN";"1969";"370928"
"Agricultural land";"FAO-6610-5110";"Faroe Islands";"FRO";"1969";"3"
"Agricultural land";"FAO-6610-5110";"Libya";"LBY";"1969";"12820"
"Agricultural land";"FAO-6610-5110";"Norway";"NOR";"1969";"986"
"Agricultural land";"FAO-6610-5110";"Oman";"OMN";"1969";"1040"
"Agricultural land";"FAO-6610-5110";"Paraguay";"PRY";"1969";"11317"
"Agricultural land";"FAO-6610-5110";"Turks and Caicos Islands";"TCA";"1969";"1"
"Agricultural land";"FAO-6610-5110";"British Virgin Islands";"VGB";"1969";"8"
"Agricultural land";"FAO-6610-5110";"Democratic People's Republic of Korea";"PRK";"1969";"2380"
"Agricultural land";"FAO-6610-5110";"Bermuda";"BMU";"1969";"0.3"
"Agricultural land";"FAO-6610-5110";"Mali";"MLI";"1969";"31728"
"Agricultural land";"FAO-6610-5110";"India";"IND";"1969";"177792"
"Agricultural land";"FAO-6610-5110";"Burkina Faso";"BFA";"1969";"8222"
"Agricultural land";"FAO-6610-5110";"Niger";"NER";"1969";"32176"
"Agricultural land";"FAO-6610-5110";"Grenada";"GRD";"1969";"22"
"Agricultural land";"FAO-6610-5110";"Mauritius";"MUS";"1969";"111"
"Agricultural land";"FAO-6610-5110";"Benin";"BEN";"1969";"1707"
"Agricultural land";"FAO-6610-5110";"France";"FRA";"1969";"33173"
"Agricultural land";"FAO-6610-5110";"Guyana";"GUY";"1969";"1366"
"Agricultural land";"FAO-6610-5110";"Kiribati";"KIR";"1969";"38"
"Agricultural land";"FAO-6610-5110";"Mongolia";"MNG";"1969";"140652"
"Agricultural land";"FAO-6610-5110";"Dominican Republic";"DOM";"1969";"2330"
"Agricultural land";"FAO-6610-5110";"Lao";"LAO";"1969";"1472"
"Agricultural land";"FAO-6610-5110";"Saint Helena, Ascension and Tristan da Cunha";"SHN";"1969";"10"
"Agricultural land";"FAO-6610-5110";"Mozambique";"MOZ";"1969";"46924"
"Agricultural land";"FAO-6610-5110";"Angola";"AGO";"1969";"57400"
"Agricultural land";"FAO-6610-5110";"Puerto Rico";"PRI";"1969";"562"
"Agricultural land";"FAO-6610-5110";"Bulgaria";"BGR";"1969";"6022"
"Agricultural land";"FAO-6610-5110";"Central African Republic";"CAF";"1969";"4820"
"Agricultural land";"FAO-6610-5110";"Ireland";"IRL";"1969";"5691"
"Agricultural land";"FAO-6610-5110";"Maldives";"MDV";"1969";"5"
"Agricultural land";"FAO-6610-5110";"El Salvador";"SLV";"1969";"1237"
"Agricultural land";"FAO-6610-5110";"Austria";"AUT";"1969";"3351.1"
"Agricultural land";"FAO-6610-5110";"Germany";"DEU";"1969";"19254"
"Agricultural land";"FAO-6610-5110";"Switzerland";"CHE";"1969";"1687.4"
"Agricultural land";"FAO-6610-5110";"Malaysia";"MYS";"1969";"3755.94"
"Agricultural land";"FAO-6610-5110";"Namibia";"NAM";"1969";"38649"
"Agricultural land";"FAO-6610-5110";"Papua New Guinea";"PNG";"1969";"616"
"Agricultural land";"FAO-6610-5110";"Cook Islands";"COK";"1969";"6"
"Agricultural land";"FAO-6610-5110";"Brazil";"BRA";"1969";"186615"
"Agricultural land";"FAO-6610-5110";"Israel";"ISR";"1969";"523"
"Agricultural land";"FAO-6610-5110";"Turkey";"TUR";"1969";"38643"
"Agricultural land";"FAO-6610-5110";"Venezuela";"VEN";"1969";"19840"
"Agricultural land";"FAO-6610-5110";"Bolivia";"BOL";"1969";"30261"
"Agricultural land";"FAO-6610-5110";"Botswana";"BWA";"1969";"26001"
"Agricultural land";"FAO-6610-5110";"Chile";"CHL";"1969";"14848"
"Agricultural land";"FAO-6610-5110";"Liberia";"LBR";"1969";"2573"
"Agricultural land";"FAO-6610-5110";"Nigeria";"NGA";"1969";"63814"
"Agricultural land";"FAO-6610-5110";"Tokelau";"TKL";"1969";"0.4"
"Agricultural land";"FAO-6610-5110";"Syrian Arab Republic";"SYR";"1969";"13445"
"Agricultural land";"FAO-6610-5110";"Trinidad and Tobago";"TTO";"1969";"98"
"Agricultural land";"FAO-6610-5110";"Iceland";"ISL";"1969";"2120"
"Agricultural land";"FAO-6610-5110";"United Kingdom";"GBR";"1969";"19380"
"Agricultural land";"FAO-6610-5110";"Cayman Islands";"CYM";"1970";"2.7"
"Agricultural land";"FAO-6610-5110";"Grenada";"GRD";"1970";"22"
"Agricultural land";"FAO-6610-5110";"Lesotho";"LSO";"1970";"2427"
"Agricultural land";"FAO-6610-5110";"New Zealand";"NZL";"1970";"15677"
"Agricultural land";"FAO-6610-5110";"Pakistan";"PAK";"1970";"35865"
"Agricultural land";"FAO-6610-5110";"Rwanda";"RWA";"1970";"1404"
"Agricultural land";"FAO-6610-5110";"Saint Pierre and Miquelon";"SPM";"1970";"3"
"Agricultural land";"FAO-6610-5110";"Togo";"TGO";"1970";"3075"
"Agricultural land";"FAO-6610-5110";"Uganda";"UGA";"1970";"9980"
"Agricultural land";"FAO-6610-5110";"American Samoa";"ASM";"1970";"3"
"Agricultural land";"FAO-6610-5110";"Australia";"AUS";"1970";"493432"
"Agricultural land";"FAO-6610-5110";"Israel";"ISR";"1970";"525"
"Agricultural land";"FAO-6610-5110";"Seychelles";"SYC";"1970";"5"
"Agricultural land";"FAO-6610-5110";"Jordan";"JOR";"1970";"1104"
"Agricultural land";"FAO-6610-5110";"Sierra Leone";"SLE";"1970";"2664"
"Agricultural land";"FAO-6610-5110";"El Salvador";"SLV";"1970";"1235"
"Agricultural land";"FAO-6610-5110";"Tunisia";"TUN";"1970";"8882"
"Agricultural land";"FAO-6610-5110";"Tuvalu";"TUV";"1970";"2"
"Agricultural land";"FAO-6610-5110";"Faroe Islands";"FRO";"1970";"3"
"Agricultural land";"FAO-6610-5110";"Mongolia";"MNG";"1970";"140684"
"Agricultural land";"FAO-6610-5110";"Nauru";"NRU";"1970";"0.4"
"Agricultural land";"FAO-6610-5110";"Burkina Faso";"BFA";"1970";"8236"
"Agricultural land";"FAO-6610-5110";"Dominica";"DMA";"1970";"19"
"Agricultural land";"FAO-6610-5110";"Haiti";"HTI";"1970";"1705"
"Agricultural land";"FAO-6610-5110";"Cambodia";"KHM";"1970";"3419"
"Agricultural land";"FAO-6610-5110";"Antigua and Barbuda";"ATG";"1970";"11"
"Agricultural land";"FAO-6610-5110";"Spain";"ESP";"1970";"32119"
"Agricultural land";"FAO-6610-5110";"Guatemala";"GTM";"1970";"2755"
"Agricultural land";"FAO-6610-5110";"Mexico";"MEX";"1970";"97635"
"Agricultural land";"FAO-6610-5110";"Malta";"MLT";"1970";"14"
"Agricultural land";"FAO-6610-5110";"Thailand";"THA";"1970";"14248"
"Agricultural land";"FAO-6610-5110";"Belize";"BLZ";"1970";"82"
"Agricultural land";"FAO-6610-5110";"Qatar";"QAT";"1970";"51"
"Agricultural land";"FAO-6610-5110";"Guyana";"GUY";"1970";"1371"
"Agricultural land";"FAO-6610-5110";"Malawi";"MWI";"1970";"3707"
"Agricultural land";"FAO-6610-5110";"Namibia";"NAM";"1970";"38651"
"Agricultural land";"FAO-6610-5110";"Cape Verde";"CPV";"1970";"65"
"Agricultural land";"FAO-6610-5110";"Italy";"ITA";"1970";"20180"
"Agricultural land";"FAO-6610-5110";"Tokelau";"TKL";"1970";"0.4"
"Agricultural land";"FAO-6610-5110";"Zimbabwe";"ZWE";"1970";"11750"
"Agricultural land";"FAO-6610-5110";"Colombia";"COL";"1970";"43030"
"Agricultural land";"FAO-6610-5110";"Kenya";"KEN";"1970";"25245"
"Agricultural land";"FAO-6610-5110";"Philippines";"PHL";"1970";"8310"
"Agricultural land";"FAO-6610-5110";"Democratic People's Republic of Korea";"PRK";"1970";"2380"
"Agricultural land";"FAO-6610-5110";"Bhutan";"BTN";"1970";"382"
"Agricultural land";"FAO-6610-5110";"Cuba";"CUB";"1970";"5022"
"Agricultural land";"FAO-6610-5110";"Iran";"IRN";"1970";"59700"
"Agricultural land";"FAO-6610-5110";"Cyprus";"CYP";"1970";"398"
"Agricultural land";"FAO-6610-5110";"Norway";"NOR";"1970";"954"
"Agricultural land";"FAO-6610-5110";"Sao Tome and Principe";"STP";"1970";"36"
"Agricultural land";"FAO-6610-5110";"Samoa";"WSM";"1970";"63.5"
"Agricultural land";"FAO-6610-5110";"Botswana";"BWA";"1970";"26001"
"Agricultural land";"FAO-6610-5110";"Paraguay";"PRY";"1970";"11417"
"Agricultural land";"FAO-6610-5110";"Senegal";"SEN";"1970";"8864"
"Agricultural land";"FAO-6610-5110";"Poland";"POL";"1970";"19543"
"Agricultural land";"FAO-6610-5110";"Albania";"ALB";"1970";"1230"
"Agricultural land";"FAO-6610-5110";"Egypt";"EGY";"1970";"2843"
"Agricultural land";"FAO-6610-5110";"Gambia";"GMB";"1970";"534"
"Agricultural land";"FAO-6610-5110";"Congo";"COG";"1970";"10548"
"Agricultural land";"FAO-6610-5110";"Barbados";"BRB";"1970";"19"
"Agricultural land";"FAO-6610-5110";"Dominican Republic";"DOM";"1970";"2335"
"Agricultural land";"FAO-6610-5110";"Japan";"JPN";"1970";"6696"
"Agricultural land";"FAO-6610-5110";"Nicaragua";"NIC";"1970";"3585"
"Agricultural land";"FAO-6610-5110";"French Polynesia";"PYF";"1970";"44"
"Agricultural land";"FAO-6610-5110";"Bolivia";"BOL";"1970";"30297"
"Agricultural land";"FAO-6610-5110";"Greece";"GRC";"1970";"9155"
"Agricultural land";"FAO-6610-5110";"Canada";"CAN";"1970";"63161"
"Agricultural land";"FAO-6610-5110";"Argentina";"ARG";"1970";"129280"
"Agricultural land";"FAO-6610-5110";"Indonesia";"IDN";"1970";"38400"
"Agricultural land";"FAO-6610-5110";"United States Virgin Islands";"VIR";"1970";"15"
"Agricultural land";"FAO-6610-5110";"France";"FRA";"1970";"32495"
"Agricultural land";"FAO-6610-5110";"Lebanon";"LBN";"1970";"625"
"Agricultural land";"FAO-6610-5110";"Niue";"NIU";"1970";"4"
"Agricultural land";"FAO-6610-5110";"Sweden";"SWE";"1970";"3753"
"Agricultural land";"FAO-6610-5110";"Germany";"DEU";"1970";"19023"
"Agricultural land";"FAO-6610-5110";"Algeria";"DZA";"1970";"44216"
"Agricultural land";"FAO-6610-5110";"India";"IND";"1970";"178052"
"Agricultural land";"FAO-6610-5110";"Zambia";"ZMB";"1970";"19874"
"Agricultural land";"FAO-6610-5110";"Papua New Guinea";"PNG";"1970";"641"
"Agricultural land";"FAO-6610-5110";"Palestine";"PSE";"1970";"368"
"Agricultural land";"FAO-6610-5110";"Yemen";"YEM";"1970";"23418"
"Agricultural land";"FAO-6610-5110";"Hong Kong";"HKG";"1970";"13"
"Agricultural land";"FAO-6610-5110";"United Arab Emirates";"ARE";"1970";"212"
"Agricultural land";"FAO-6610-5110";"China";"CHN";"1970";"375518"
"Agricultural land";"FAO-6610-5110";"Western Sahara";"ESH";"1970";"5002"
"Agricultural land";"FAO-6610-5110";"Martinique";"MTQ";"1970";"38"
"Agricultural land";"FAO-6610-5110";"South Africa";"ZAF";"1970";"95590"
"Agricultural land";"FAO-6610-5110";"Guadeloupe";"GLP";"1970";"63"
"Agricultural land";"FAO-6610-5110";"Lao";"LAO";"1970";"1477"
"Agricultural land";"FAO-6610-5110";"Saint Lucia";"LCA";"1970";"19"
"Agricultural land";"FAO-6610-5110";"Maldives";"MDV";"1970";"5"
"Agricultural land";"FAO-6610-5110";"Ghana";"GHA";"1970";"11700"
"Agricultural land";"FAO-6610-5110";"Chile";"CHL";"1970";"15100"
"Agricultural land";"FAO-6610-5110";"Kuwait";"KWT";"1970";"135"
"Agricultural land";"FAO-6610-5110";"Mozambique";"MOZ";"1970";"47009"
"Agricultural land";"FAO-6610-5110";"Afghanistan";"AFG";"1970";"38006"
"Agricultural land";"FAO-6610-5110";"Austria";"AUT";"1970";"3335.8"
"Agricultural land";"FAO-6610-5110";"Burundi";"BDI";"1970";"1880"
"Agricultural land";"FAO-6610-5110";"Brunei Darussalam";"BRN";"1970";"24"
"Agricultural land";"FAO-6610-5110";"Fiji";"FJI";"1970";"221"
"Agricultural land";"FAO-6610-5110";"Guam";"GUM";"1970";"17"
"Agricultural land";"FAO-6610-5110";"Ecuador";"ECU";"1970";"4855"
"Agricultural land";"FAO-6610-5110";"Guinea-Bissau";"GNB";"1970";"1368"
"Agricultural land";"FAO-6610-5110";"Hungary";"HUN";"1970";"6875"
"Agricultural land";"FAO-6610-5110";"Madagascar";"MDG";"1970";"35370"
"Agricultural land";"FAO-6610-5110";"Myanmar";"MMR";"1970";"10801"
"Agricultural land";"FAO-6610-5110";"Singapore";"SGP";"1970";"12"
"Agricultural land";"FAO-6610-5110";"Somalia";"SOM";"1970";"43950"
"Agricultural land";"FAO-6610-5110";"Finland";"FIN";"1970";"2724.2"
"Agricultural land";"FAO-6610-5110";"Libya";"LBY";"1970";"13025"
"Agricultural land";"FAO-6610-5110";"Romania";"ROU";"1970";"14930"
"Agricultural land";"FAO-6610-5110";"Saudi Arabia";"SAU";"1970";"86420"
"Agricultural land";"FAO-6610-5110";"Taiwan";"TWN";"1970";"905"
"Agricultural land";"FAO-6610-5110";"Costa Rica";"CRI";"1970";"1856"
"Agricultural land";"FAO-6610-5110";"French Guiana";"GUF";"1970";"4"
"Agricultural land";"FAO-6610-5110";"Nepal";"NPL";"1970";"3702"
"Agricultural land";"FAO-6610-5110";"Mali";"MLI";"1970";"31778"
"Agricultural land";"FAO-6610-5110";"Bermuda";"BMU";"1970";"0.3"
"Agricultural land";"FAO-6610-5110";"Switzerland";"CHE";"1970";"1673.9"
"Agricultural land";"FAO-6610-5110";"Cook Islands";"COK";"1970";"6"
"Agricultural land";"FAO-6610-5110";"Equatorial Guinea";"GNQ";"1970";"329"
"Agricultural land";"FAO-6610-5110";"Greenland";"GRL";"1970";"235"
"Agricultural land";"FAO-6610-5110";"Iceland";"ISL";"1970";"2001"
"Agricultural land";"FAO-6610-5110";"British Virgin Islands";"VGB";"1970";"8"
"Agricultural land";"FAO-6610-5110";"Panama";"PAN";"1970";"1684"
"Agricultural land";"FAO-6610-5110";"Portugal";"PRT";"1970";"3929"
"Agricultural land";"FAO-6610-5110";"Uruguay";"URY";"1970";"15481"
"Agricultural land";"FAO-6610-5110";"Gabon";"GAB";"1970";"5180"
"Agricultural land";"FAO-6610-5110";"Malaysia";"MYS";"1970";"3885.01"
"Agricultural land";"FAO-6610-5110";"Eswatini";"SWZ";"1970";"1494"
"Agricultural land";"FAO-6610-5110";"Isle of Man";"IMN";"1970";"31.6"
"Agricultural land";"FAO-6610-5110";"Wallis and Futuna Islands";"WLF";"1970";"4"
"Agricultural land";"FAO-6610-5110";"Puerto Rico";"PRI";"1970";"552"
"Agricultural land";"FAO-6610-5110";"United States of America";"USA";"1970";"434400"
"Agricultural land";"FAO-6610-5110";"Democratic Republic of the Congo";"COD";"1970";"25350"
"Agricultural land";"FAO-6610-5110";"Comoros";"COM";"1970";"95"
"Agricultural land";"FAO-6610-5110";"Djibouti";"DJI";"1970";"1301"
"Agricultural land";"FAO-6610-5110";"Jamaica";"JAM";"1970";"507"
"Agricultural land";"FAO-6610-5110";"Nigeria";"NGA";"1970";"61030.5"
"Agricultural land";"FAO-6610-5110";"Benin";"BEN";"1970";"1727"
"Agricultural land";"FAO-6610-5110";"Denmark";"DNK";"1970";"2975"
"Agricultural land";"FAO-6610-5110";"Ireland";"IRL";"1970";"5667"
"Agricultural land";"FAO-6610-5110";"Kiribati";"KIR";"1970";"38"
"Agricultural land";"FAO-6610-5110";"Republic of Korea";"KOR";"1970";"2324"
"Agricultural land";"FAO-6610-5110";"Sri Lanka";"LKA";"1970";"2333"
"Agricultural land";"FAO-6610-5110";"Syrian Arab Republic";"SYR";"1970";"13459"
"Agricultural land";"FAO-6610-5110";"Timor-Leste";"TLS";"1970";"243"
"Agricultural land";"FAO-6610-5110";"Saint Vincent and the Grenadines";"VCT";"1970";"11"
"Agricultural land";"FAO-6610-5110";"Honduras";"HND";"1970";"3040"
"Agricultural land";"FAO-6610-5110";"Netherlands";"NLD";"1970";"2193"
"Agricultural land";"FAO-6610-5110";"Andorra";"AND";"1970";"26"
"Agricultural land";"FAO-6610-5110";"Tanzania";"TZA";"1970";"28000"
"Agricultural land";"FAO-6610-5110";"Cameroon";"CMR";"1970";"7978"
"Agricultural land";"FAO-6610-5110";"Oman";"OMN";"1970";"1042"
"Agricultural land";"FAO-6610-5110";"Mayotte";"MYT";"1970";"16.02"
"Agricultural land";"FAO-6610-5110";"Solomon Islands";"SLB";"1970";"55"
"Agricultural land";"FAO-6610-5110";"Bahrain";"BHR";"1970";"7"
"Agricultural land";"FAO-6610-5110";"United Kingdom";"GBR";"1970";"18849"
"Agricultural land";"FAO-6610-5110";"Montserrat";"MSR";"1970";"3"
"Agricultural land";"FAO-6610-5110";"New Caledonia";"NCL";"1970";"263"
"Agricultural land";"FAO-6610-5110";"Tonga";"TON";"1970";"32"
"Agricultural land";"FAO-6610-5110";"Venezuela";"VEN";"1970";"19933"
"Agricultural land";"FAO-6610-5110";"Morocco";"MAR";"1970";"25705"
"Agricultural land";"FAO-6610-5110";"Mauritius";"MUS";"1970";"112"
"Agricultural land";"FAO-6610-5110";"Niger";"NER";"1970";"31200"
"Agricultural land";"FAO-6610-5110";"Runion";"REU";"1970";"62"
"Agricultural land";"FAO-6610-5110";"Liechtenstein";"LIE";"1970";"9"
"Agricultural land";"FAO-6610-5110";"Mauritania";"MRT";"1970";"39533"
"Agricultural land";"FAO-6610-5110";"Suriname";"SUR";"1970";"48"
"Agricultural land";"FAO-6610-5110";"Saint Helena, Ascension and Tristan da Cunha";"SHN";"1970";"10"
"Agricultural land";"FAO-6610-5110";"Vanuatu";"VUT";"1970";"120"
"Agricultural land";"FAO-6610-5110";"Brazil";"BRA";"1970";"190328"
"Agricultural land";"FAO-6610-5110";"Bangladesh";"BGD";"1970";"9697"
"Agricultural land";"FAO-6610-5110";"San Marino";"SMR";"1970";"1"
"Agricultural land";"FAO-6610-5110";"Angola";"AGO";"1970";"57400"
"Agricultural land";"FAO-6610-5110";"Central African Republic";"CAF";"1970";"4830"
"Agricultural land";"FAO-6610-5110";"Norfolk Island";"NFK";"1970";"1"
"Agricultural land";"FAO-6610-5110";"Bulgaria";"BGR";"1970";"6010"
"Agricultural land";"FAO-6610-5110";"Guinea";"GIN";"1970";"14429"
"Agricultural land";"FAO-6610-5110";"Iraq";"IRQ";"1970";"8993"
"Agricultural land";"FAO-6610-5110";"Peru";"PER";"1970";"17913"
"Agricultural land";"FAO-6610-5110";"Turkey";"TUR";"1970";"38178"
"Agricultural land";"FAO-6610-5110";"Falkland Islands";"FLK";"1970";"1200"
"Agricultural land";"FAO-6610-5110";"Ivory Coast";"CIV";"1970";"16200"
"Agricultural land";"FAO-6610-5110";"Turks and Caicos Islands";"TCA";"1970";"1"
"Agricultural land";"FAO-6610-5110";"Bahamas";"BHS";"1970";"10"
"Agricultural land";"FAO-6610-5110";"Liberia";"LBR";"1970";"2571"
"Agricultural land";"FAO-6610-5110";"Chad";"TCD";"1970";"47900"
"Agricultural land";"FAO-6610-5110";"Aruba";"ABW";"1970";"2"
"Agricultural land";"FAO-6610-5110";"Trinidad and Tobago";"TTO";"1970";"98"
"Agricultural land";"FAO-6610-5110";"Vietnam";"VNM";"1970";"6417"
"Agricultural land";"FAO-6610-5110";"Saint Kitts and Nevis";"KNA";"1970";"15"
"Agricultural land";"FAO-6610-5110";"Lesotho";"LSO";"1971";"2364"
"Agricultural land";"FAO-6610-5110";"Saint Vincent and the Grenadines";"VCT";"1971";"11"
"Agricultural land";"FAO-6610-5110";"Spain";"ESP";"1971";"32684"
"Agricultural land";"FAO-6610-5110";"French Guiana";"GUF";"1971";"7"
"Agricultural land";"FAO-6610-5110";"Central African Republic";"CAF";"1971";"4840"
"Agricultural land";"FAO-6610-5110";"Guinea";"GIN";"1971";"14405"
"Agricultural land";"FAO-6610-5110";"Hong Kong";"HKG";"1971";"12"
"Agricultural land";"FAO-6610-5110";"Haiti";"HTI";"1971";"1710"
"Agricultural land";"FAO-6610-5110";"Cambodia";"KHM";"1971";"2450"
"Agricultural land";"FAO-6610-5110";"Kuwait";"KWT";"1971";"135"
"Agricultural land";"FAO-6610-5110";"Namibia";"NAM";"1971";"38653"
"Agricultural land";"FAO-6610-5110";"Nicaragua";"NIC";"1971";"3605"
"Agricultural land";"FAO-6610-5110";"Philippines";"PHL";"1971";"8279"
"Agricultural land";"FAO-6610-5110";"Guam";"GUM";"1971";"17"
"Agricultural land";"FAO-6610-5110";"Kenya";"KEN";"1971";"25250"
"Agricultural land";"FAO-6610-5110";"Mauritius";"MUS";"1971";"112"
"Agricultural land";"FAO-6610-5110";"Malaysia";"MYS";"1971";"3958.78"
"Agricultural land";"FAO-6610-5110";"Afghanistan";"AFG";"1971";"38036"
"Agricultural land";"FAO-6610-5110";"Congo";"COG";"1971";"10548"
"Agricultural land";"FAO-6610-5110";"Turkey";"TUR";"1971";"38314"
"Agricultural land";"FAO-6610-5110";"Nauru";"NRU";"1971";"0.4"
"Agricultural land";"FAO-6610-5110";"Cuba";"CUB";"1971";"5073"
"Agricultural land";"FAO-6610-5110";"Germany";"DEU";"1971";"18952"
"Agricultural land";"FAO-6610-5110";"Guatemala";"GTM";"1971";"2767"
"Agricultural land";"FAO-6610-5110";"Runion";"REU";"1971";"62"
"Agricultural land";"FAO-6610-5110";"Sierra Leone";"SLE";"1971";"2669"
"Agricultural land";"FAO-6610-5110";"Taiwan";"TWN";"1971";"903"
"Agricultural land";"FAO-6610-5110";"Uganda";"UGA";"1971";"10030"
"Agricultural land";"FAO-6610-5110";"Guinea-Bissau";"GNB";"1971";"1368"
"Agricultural land";"FAO-6610-5110";"Mauritania";"MRT";"1971";"39493"
"Agricultural land";"FAO-6610-5110";"United Kingdom";"GBR";"1971";"18843"
"Agricultural land";"FAO-6610-5110";"Gambia";"GMB";"1971";"537"
"Agricultural land";"FAO-6610-5110";"Zambia";"ZMB";"1971";"20053"
"Agricultural land";"FAO-6610-5110";"Norfolk Island";"NFK";"1971";"1"
"Agricultural land";"FAO-6610-5110";"Pakistan";"PAK";"1971";"35485"
"Agricultural land";"FAO-6610-5110";"Argentina";"ARG";"1971";"129154"
"Agricultural land";"FAO-6610-5110";"Antigua and Barbuda";"ATG";"1971";"11"
"Agricultural land";"FAO-6610-5110";"Italy";"ITA";"1971";"17649"
"Agricultural land";"FAO-6610-5110";"Lebanon";"LBN";"1971";"630"
"Agricultural land";"FAO-6610-5110";"Paraguay";"PRY";"1971";"11518"
"Agricultural land";"FAO-6610-5110";"Romania";"ROU";"1971";"14935"
"Agricultural land";"FAO-6610-5110";"Australia";"AUS";"1971";"499536"
"Agricultural land";"FAO-6610-5110";"Chile";"CHL";"1971";"15350"
"Agricultural land";"FAO-6610-5110";"Maldives";"MDV";"1971";"6"
"Agricultural land";"FAO-6610-5110";"Thailand";"THA";"1971";"14399"
"Agricultural land";"FAO-6610-5110";"Bulgaria";"BGR";"1971";"6009"
"Agricultural land";"FAO-6610-5110";"Myanmar";"MMR";"1971";"10805"
"Agricultural land";"FAO-6610-5110";"El Salvador";"SLV";"1971";"1278"
"Agricultural land";"FAO-6610-5110";"Brunei Darussalam";"BRN";"1971";"19"
"Agricultural land";"FAO-6610-5110";"Venezuela";"VEN";"1971";"20026"
"Agricultural land";"FAO-6610-5110";"Tanzania";"TZA";"1971";"29000"
"Agricultural land";"FAO-6610-5110";"Burkina Faso";"BFA";"1971";"8220"
