land_type,county,year,region,number,average_area,total_volume_eur,price_min,price_max,price_per_unit_min,price_per_unit_max,price_per_unit_median,avg_price_eur,standard_deviation
Farmland,Võru maakond,2019,Antsla vald,6,18.0,313315,9760,178000,1421.46,4000.0,3196.62,3039.53,893.2
Farmland,Võru maakond,2019,Rõuge vald,6,6.2,103202,6500,40000,2286.43,6550.22,2906.38,3373.83,1608.9
Farmland,Võru maakond,2019,Setomaa vald,5,4.7,79792,3092,30000,1500.97,4823.15,2847.38,3026.71,1367.74
Farmland,Võru maakond,2019,Võru vald,18,5.5,259910,2000,35000,877.19,5000.0,2904.2,2921.46,1257.74
Farmland,Harju maakond,2020,Anija vald,8,11.6,267354,4324,115140,1840.71,3496.93,2894.05,2667.11,669.39
Farmland,Harju maakond,2020,Harku vald,7,4.1,131913,6000,30113,1910.83,6589.28,3943.03,4379.04,1710.92
Farmland,Harju maakond,2020,Jõelähtme vald,7,7.5,211696,12480,60000,3200.0,5520.5,4000.0,4077.18,818.57
Farmland,Harju maakond,2020,Kose vald,20,10.2,792901,1000,130000,487.8,6923.08,3617.58,3810.81,1564.57
Farmland,Harju maakond,2020,Kuusalu vald,11,3.5,134286,5500,37000,2448.45,5221.81,3568.75,3624.6,846.23
Farmland,Harju maakond,2020,Lääne-Harju vald,10,5.7,176463,5800,30000,1800.0,6976.74,2882.53,3189.37,1552.43
Farmland,Harju maakond,2020,Raasiku vald,8,6.3,122370,8000,30750,938.97,3832.75,2901.05,2728.66,1184.74
Farmland,Harju maakond,2020,Rae vald,8,5.1,204500,7100,52000,2888.58,6113.54,5489.77,4920.96,1246.18
Farmland,Harju maakond,2020,Saku vald,7,6.2,178100,11000,60000,1903.55,5630.03,4991.68,4323.68,1420.61
Farmland,Harju maakond,2020,Saue vald,21,9.5,751100,1000,157247,390.63,5294.12,3650.25,3529.84,1152.9
Farmland,Hiiu maakond,2020,Hiiumaa vald,15,7.1,241026,3000,50000,702.99,5357.14,2300.0,2399.99,1192.57
Farmland,Ida-Viru maakond,2020,Alutaguse vald,10,8.5,193342,5405,47000,913.71,4200.18,2661.84,2679.23,921.84
Farmland,Ida-Viru maakond,2020,Lüganuse vald,10,6.3,293180,5000,70875,2347.42,7002.45,3867.78,4625.0,1758.4
Farmland,Jõgeva maakond,2020,Jõgeva vald,19,14.0,1100457,6250,205000,2717.39,6000.0,3937.79,4097.37,838.12
Farmland,Jõgeva maakond,2020,Mustvee vald,26,12.1,1110289,1160,245000,500.0,4938.69,3421.31,3138.78,1013.29
Farmland,Jõgeva maakond,2020,Põltsamaa vald,38,12.3,1913736,6500,231598,1616.81,7142.86,3648.6,4086.81,1395.96
Farmland,Järva maakond,2020,Järva vald,37,10.2,1344746,1000,185000,122.25,7386.36,4000.0,3654.56,1448.72
Farmland,Järva maakond,2020,Paide linn,13,9.0,437033,9089,95000,3006.59,4355.8,3755.23,3730.59,387.33
Farmland,Järva maakond,2020,Türi vald,35,7.8,949126,7500,65352,1749.27,6730.77,3869.05,3608.47,1133.04
Farmland,Lääne maakond,2020,Haapsalu linn,13,3.9,162100,4000,35530,1092.9,4922.75,2903.23,3145.51,1103.39
Farmland,Lääne maakond,2020,Lääne-Nigula vald,63,12.6,2034932,4000,170000,1895.62,4210.53,2685.62,2686.51,713.37
Farmland,Lääne-Viru maakond,2020,Haljala vald,14,12.9,503312,1000,319573,454.55,4283.97,2924.05,2754.31,1054.46
Farmland,Lääne-Viru maakond,2020,Kadrina vald,17,6.2,416139,6000,107147,2162.16,4838.97,4041.76,3714.21,781.86
Farmland,Lääne-Viru maakond,2020,Rakvere vald,11,10.8,482459,6030,83448,3000.0,6670.82,3845.25,4238.44,1146.34
Farmland,Lääne-Viru maakond,2020,Tapa vald,18,19.0,1559859,5000,514705,591.02,5342.65,4042.76,4000.86,1108.02
Farmland,Lääne-Viru maakond,2020,Vinni vald,68,12.4,3987975,7350,172655,2313.28,6010.01,5191.97,4869.03,631.35
Farmland,Lääne-Viru maakond,2020,Viru-Nigula vald,50,13.7,2449007,5500,155695,1636.9,4800.0,3600.0,3498.51,493.86
Farmland,Lääne-Viru maakond,2020,Väike-Maarja vald,19,15.2,1125728,8500,142000,2155.17,5681.82,3968.25,3976.81,911.64
Farmland,Põlva maakond,2020,Kanepi vald,9,6.9,228651,5650,50000,2450.98,5485.9,3933.14,3707.35,1032.35
Farmland,Põlva maakond,2020,Põlva vald,48,9.2,1878820,5000,162669,528.54,6100.0,3566.33,4096.02,1058.47
Farmland,Põlva maakond,2020,Räpina vald,8,10.2,376503,10400,150000,2857.14,7102.27,3730.22,4106.21,1329.02
Farmland,Pärnu maakond,2020,Häädemeeste vald,11,5.1,174640,4000,37740,1990.05,4201.18,3111.11,3088.77,732.57
Farmland,Pärnu maakond,2020,Lääneranna vald,39,26.7,2358444,3000,450000,149.03,7299.27,2739.73,2633.81,1274.0
Farmland,Pärnu maakond,2020,Põhja-Pärnumaa vald,48,19.0,2965473,7670,468095,949.19,5294.12,3424.28,3252.56,1240.51
Farmland,Pärnu maakond,2020,Pärnu linn,15,12.6,629225,4500,87000,317.8,5927.34,3696.96,3542.89,1223.16
Farmland,Pärnu maakond,2020,Tori vald,10,9.2,325488,10000,65000,2421.31,4651.16,3696.28,3518.79,669.75
Farmland,Rapla maakond,2020,Kehtna vald,18,13.2,887069,5000,174500,1992.03,5046.63,3631.06,3540.83,809.28
Farmland,Rapla maakond,2020,Kohila vald,9,8.4,222954,5500,70547,1574.07,4700.0,2688.17,3154.45,1099.7
Farmland,Rapla maakond,2020,Märjamaa vald,43,10.8,1451334,1000,176900,258.4,6119.95,3458.5,3020.65,1392.15
Farmland,Rapla maakond,2020,Rapla vald,38,13.0,1554336,5020,131701,2000.0,6567.32,3179.93,3478.87,1068.71
Farmland,Saare maakond,2020,Saaremaa vald,189,7.2,3441932,1000,89000,251.89,5305.34,2615.38,2506.77,735.46
Farmland,Tartu maakond,2020,Elva vald,32,8.1,846253,800,117725,186.18,5681.82,4160.51,3431.92,1773.65
Farmland,Tartu maakond,2020,Kambja vald,12,7.4,296710,5000,67000,982.32,7314.07,5039.3,4448.44,2152.51
Farmland,Tartu maakond,2020,Kastre vald,29,9.4,1333673,10000,230000,602.05,7029.88,5128.21,4891.87,1241.53
Farmland,Tartu maakond,2020,Nõo vald,11,23.3,1121259,18571,319584,3826.79,6802.56,4237.29,4513.78,866.18
Farmland,Tartu maakond,2020,Peipsiääre vald,39,10.5,1546854,2510,144500,1230.39,6643.7,3367.75,3579.07,980.38
Farmland,Tartu maakond,2020,Tartu vald,20,6.4,524440,6000,103000,2161.38,6727.06,4158.43,4113.19,1235.77
Farmland,Valga maakond,2020,Otepää vald,14,6.1,345339,3000,58044,1239.67,5603.15,3822.79,3985.79,1112.75
Farmland,Valga maakond,2020,Tõrva vald,15,6.3,392512,10000,46980,2915.45,6367.92,4165.58,4194.8,983.38
Farmland,Valga maakond,2020,Valga vald,7,13.6,336517,14421,108936,2945.99,4684.06,3409.22,3682.28,710.24
Farmland,Viljandi maakond,2020,Mulgi vald,16,12.8,782418,11250,193518,2142.86,4625.2,3743.06,3734.23,734.53
Farmland,Viljandi maakond,2020,Põhja-Sakala vald,23,7.6,721407,500,95000,163.93,5893.91,4013.06,3991.03,1224.65
Farmland,Viljandi maakond,2020,Viljandi vald,19,9.5,728772,9680,136000,2649.01,6249.76,4000.0,4167.79,782.66
Farmland,Võru maakond,2020,Antsla vald,51,8.9,2134916,10000,218600,3015.33,5200.0,4600.0,4624.22,492.32
Farmland,Võru maakond,2020,Rõuge vald,15,16.2,880872,6600,300267,2700.0,5000.0,3802.28,3641.54,665.61
Farmland,Võru maakond,2020,Setomaa vald,17,4.8,294461,4000,60000,1084.01,4988.01,3350.52,3394.08,1195.64
Farmland,Võru maakond,2020,Võru vald,5,4.4,126844,7560,37500,3500.0,7440.48,4768.21,5383.95,1921.97
Farmland,Hiiu maakond,2021,Hiiumaa vald,6,5.1,82220,5000,27000,1798.56,3563.27,2691.27,2684.85,571.74
Farmland,Ida-Viru maakond,2021,Lüganuse vald,6,10.0,202200,6200,115000,2429.15,3981.04,2956.76,3095.22,548.41
Farmland,Jõgeva maakond,2021,Jõgeva vald,7,5.8,204989,10959,98000,3648.78,5798.82,4500.0,4693.82,820.51
Farmland,Järva maakond,2021,Järva vald,44,11.7,1893166,10000,141000,2368.42,5813.95,3399.83,3570.24,857.16
Farmland,Lääne maakond,2021,Haapsalu linn,10,7.7,229378,8100,60000,2031.69,6417.11,2727.99,3099.34,1266.77
Farmland,Lääne maakond,2021,Lääne-Nigula vald,7,7.1,170400,9660,47000,2296.21,5629.63,3111.59,3518.27,1264.8
Farmland,Lääne-Viru maakond,2021,Rakvere vald,5,17.9,438148,11400,241558,4000.0,5580.0,4784.77,4694.47,627.17
Farmland,Lääne-Viru maakond,2021,Tapa vald,5,9.7,222695,4100,95000,1512.92,6079.03,4654.58,4318.11,1687.66
Farmland,Lääne-Viru maakond,2021,Vinni vald,15,14.9,1013781,9000,309600,3000.0,5000.0,4500.0,4382.54,494.31
Farmland,Pärnu maakond,2021,Lääneranna vald,18,11.1,634768,6750,187000,2217.18,4271.52,2865.04,3005.31,710.59
Farmland,Pärnu maakond,2021,Põhja-Pärnumaa vald,18,13.2,426211,5000,216961,136.95,7414.94,867.21,2058.43,2285.83
Farmland,Pärnu maakond,2021,Pärnu linn,12,12.0,620300,4000,125000,1378.88,4944.47,4321.08,4008.55,1041.56
Farmland,Rapla maakond,2021,Kehtna vald,7,6.3,178760,8760,77150,2539.2,4923.42,3869.81,3825.49,828.72
Farmland,Rapla maakond,2021,Kohila vald,6,7.8,166645,14220,62500,2799.21,5183.58,3237.38,3685.89,945.02
Farmland,Rapla maakond,2021,Märjamaa vald,18,19.7,1594862,5000,269608,322.58,5775.66,4854.71,4199.14,1598.85
Farmland,Saare maakond,2021,Saaremaa vald,37,9.3,795660,4100,91000,1846.85,4249.2,2500.0,2609.82,612.4
Farmland,Tartu maakond,2021,Elva vald,11,8.0,375530,7500,120600,3201.13,6832.3,4129.46,4212.36,961.65
Farmland,Tartu maakond,2021,Kastre vald,11,14.8,626110,5000,175260,1976.28,5986.7,3857.59,4067.23,1002.88
Farmland,Tartu maakond,2021,Luunja vald,9,11.0,408000,19000,71000,3940.07,4328.02,4130.43,4137.02,154.41
Farmland,Tartu maakond,2021,Peipsiääre vald,5,6.6,151300,12000,73350,2862.99,5656.11,5000.0,4393.48,1179.59
Farmland,Viljandi maakond,2021,Mulgi vald,6,9.2,221268,12000,68390,3314.92,4159.98,4022.96,3925.04,326.57
Farmland,Viljandi maakond,2021,Viljandi vald,10,9.5,414576,9000,135000,2710.84,5355.02,4159.93,4114.01,800.99
Farmland,Võru maakond,2021,Antsla vald,6,11.4,184200,9190,92115,1500.0,5750.0,2208.73,2758.99,1680.48
Farmland,Harju maakond,2022,Anija vald,11,5.4,270884,5800,100700,1600.0,7523.51,3600.0,4416.4,1865.3
Farmland,Harju maakond,2022,Kose vald,21,7.6,674334,5000,68000,1945.53,7312.44,3796.35,4500.43,1632.5
Farmland,Harju maakond,2022,Kuusalu vald,16,5.3,351234,6000,55000,1059.32,7240.57,4628.81,4444.3,1756.57
Farmland,Harju maakond,2022,Lääne-Harju vald,10,4.5,202243,10000,45000,3002.06,7333.33,4585.25,4695.46,1357.59
Farmland,Harju maakond,2022,Raasiku vald,9,9.5,257020,7260,61780,2442.77,3623.87,3213.85,3158.2,358.92
Farmland,Harju maakond,2022,Saku vald,6,5.1,161500,10000,50000,3840.47,7949.13,4351.86,5088.41,1603.55
Farmland,Harju maakond,2022,Saue vald,57,13.0,4874153,6391,374000,2496.37,8268.73,6960.28,6328.96,1615.92
Farmland,Hiiu maakond,2022,Hiiumaa vald,35,8.0,707707,2500,110950,1008.06,5899.71,2497.64,2576.76,836.63
Farmland,Ida-Viru maakond,2022,Alutaguse vald,42,9.1,1673455,9500,135556,560.65,6065.76,5088.77,4416.0,1346.92
Farmland,Ida-Viru maakond,2022,Lüganuse vald,23,24.8,2079159,7000,500000,1997.96,7027.91,3250.0,4022.69,1474.48
Farmland,Järva maakond,2022,Järva vald,39,12.0,1876363,7250,146080,308.38,8432.57,4800.0,4736.19,1778.9
Farmland,Järva maakond,2022,Paide linn,15,11.6,577650,7870,135330,2013.01,8272.06,3238.68,4206.61,1811.02
Farmland,Järva maakond,2022,Türi vald,39,13.2,2269328,1215,325000,162.48,8058.82,4259.14,4221.99,2206.29
Farmland,Jõgeva maakond,2022,Jõgeva vald,29,8.2,1035595,5500,84250,2558.14,7462.69,4220.47,4456.96,1298.73
Farmland,Jõgeva maakond,2022,Mustvee vald,32,12.5,1898304,8000,266000,1149.43,6796.12,5526.53,4998.41,1194.61
Farmland,Jõgeva maakond,2022,Põltsamaa vald,26,11.7,1755894,7200,304467,3264.15,7616.97,5803.45,5697.71,1329.75
Farmland,Lääne maakond,2022,Haapsalu linn,29,12.5,1472377,5940,204000,1000.0,6457.55,3827.75,3790.65,1218.2
Farmland,Lääne maakond,2022,Lääne-Nigula vald,79,10.1,3766151,9220,234314,586.17,7295.08,6221.1,5250.97,1927.61
Farmland,Lääne-Viru maakond,2022,Haljala vald,13,8.9,530184,9000,140000,2903.23,6372.55,5037.78,4777.06,1230.13
Farmland,Lääne-Viru maakond,2022,Kadrina vald,26,9.9,1337769,8565,321600,1845.91,8426.97,4569.51,4881.58,1876.97
Farmland,Lääne-Viru maakond,2022,Rakvere vald,15,11.0,902253,13100,280880,1668.06,8305.11,5000.0,5180.88,1633.2
Farmland,Lääne-Viru maakond,2022,Tapa vald,9,13.2,651531,45000,200000,3892.52,7716.05,6650.83,6121.02,1172.25
Farmland,Lääne-Viru maakond,2022,Vinni vald,22,9.7,1149501,3000,158500,556.59,8396.95,5341.39,5366.7,2050.85
Farmland,Lääne-Viru maakond,2022,Väike-Maarja vald,32,14.9,2139919,13930,211300,2997.28,8496.73,4227.18,4910.07,1596.79
Farmland,Pärnu maakond,2022,Häädemeeste vald,13,6.8,382390,8856,85600,2700.0,7594.94,4620.46,4529.56,1240.8
Farmland,Pärnu maakond,2022,Lääneranna vald,26,11.3,1162263,11050,160000,1608.58,8454.11,4639.77,4771.89,2031.21
Farmland,Pärnu maakond,2022,Põhja-Pärnumaa vald,29,16.1,1909248,13820,250880,2456.0,7842.45,3873.07,4264.56,1538.22
Farmland,Pärnu maakond,2022,Pärnu linn,10,6.5,329552,8500,93622,3195.16,7318.18,4892.1,5161.74,1476.4
Farmland,Pärnu maakond,2022,Saarde vald,12,13.0,793747,2657,273000,384.52,6145.83,4526.73,4378.63,1686.64
Farmland,Pärnu maakond,2022,Tori vald,17,11.1,778380,9250,110000,1574.8,6953.22,3875.1,4202.48,1480.67
Farmland,Põlva maakond,2022,Kanepi vald,15,5.7,461030,5160,68000,639.4,7910.06,6109.61,5463.19,2146.12
Farmland,Põlva maakond,2022,Põlva vald,18,6.8,678450,5000,126430,528.54,8078.62,5325.13,5019.04,2215.97
Farmland,Põlva maakond,2022,Räpina vald,7,7.0,316600,18000,92000,3927.44,8346.71,6269.59,6378.15,1714.59
Farmland,Rapla maakond,2022,Kehtna vald,15,10.6,832939,3000,110900,473.93,7240.58,5367.86,5160.26,1637.32
Farmland,Rapla maakond,2022,Kohila vald,13,7.7,538510,11000,126000,2546.3,7009.86,5751.45,5259.66,1511.31
Farmland,Rapla maakond,2022,Märjamaa vald,39,8.4,1640338,4480,145320,1588.65,8425.46,5527.22,5482.97,1701.17
Farmland,Rapla maakond,2022,Rapla vald,33,16.4,2713318,12810,326930,1722.16,8000.0,5810.98,5724.83,1613.12
Farmland,Saare maakond,2022,Muhu vald,8,3.3,69916,3000,15800,1333.33,3834.95,2439.67,2601.6,733.88
Farmland,Saare maakond,2022,Saaremaa vald,64,5.9,1269070,1000,134200,414.08,8115.94,3191.85,3400.98,1324.02
Farmland,Tartu maakond,2022,Elva vald,21,10.3,1057297,7000,120000,1502.15,8411.27,4640.98,4921.28,1614.39
Farmland,Tartu maakond,2022,Kastre vald,8,14.4,675270,10000,273420,3964.0,6634.08,6000.0,5470.9,1081.21
Farmland,Tartu maakond,2022,Nõo vald,8,11.2,475360,24000,140000,3797.47,7522.84,5136.44,5367.48,1261.13
Farmland,Tartu maakond,2022,Peipsiääre vald,18,6.6,451840,2500,59000,717.36,7600.0,3798.84,3863.84,1948.8
Farmland,Tartu maakond,2022,Tartu vald,29,7.3,1050074,1000,150000,139.47,8196.72,5109.29,4947.83,2268.59
Farmland,Valga maakond,2022,Otepää vald,5,5.8,149980,5000,85380,1858.74,6666.67,5747.13,4516.05,2251.72
Farmland,Valga maakond,2022,Tõrva vald,26,20.2,3388755,16990,457000,2925.15,8129.19,6740.95,6244.39,1329.22
Farmland,Valga maakond,2022,Valga vald,17,10.3,727664,9500,118604,1256.28,6585.56,4075.58,4342.97,1536.57
Farmland,Viljandi maakond,2022,Mulgi vald,58,15.4,5293079,8160,860000,3381.74,7857.14,6117.79,5547.98,1204.17
Farmland,Viljandi maakond,2022,Põhja-Sakala vald,35,13.4,2177519,8150,216970,2931.65,8164.6,4284.42,4664.05,1452.43
Farmland,Viljandi maakond,2022,Viljandi vald,14,12.0,812720,6540,211840,2000.0,8182.6,5031.4,4817.11,1809.61
Farmland,Võru maakond,2022,Antsla vald,7,7.8,325280,33585,64800,5094.61,6942.15,5682.74,5988.59,705.32
Farmland,Võru maakond,2022,Rõuge vald,16,8.1,670134,9200,110000,2866.04,8076.44,5636.28,5362.97,1427.74
Farmland,Võru maakond,2022,Setomaa vald,11,7.4,352744,3000,75250,1428.57,8120.65,4363.64,4513.0,2010.1
Farmland,Võru maakond,2022,Võru vald,33,11.1,1769283,3000,330595,958.47,8289.12,3537.61,3976.54,1579.12
