land_type,county,year,region,number,average_area,total_volume_eur,price_min,price_max,price_per_unit_min,price_per_unit_max,price_per_unit_median,avg_price_eur,standard_deviation
Forest land,Ida-Viru maakond,2021,Alutaguse vald,24,15.6,1055257,2045,230000,105.16,7783.42,2447.12,3055.26,2217.12
Forest land,Ida-Viru maakond,2021,Lüganuse vald,8,4.3,147804,5333,87000,1202.4,11901.5,2027.85,3576.1,3507.48
Forest land,Ida-Viru maakond,2021,Toila vald,7,15.2,472368,4664,227000,2027.83,6056.53,3911.01,3824.27,1438.53
Forest land,Jõgeva maakond,2021,Jõgeva vald,11,7.7,388100,2800,121200,275.32,7874.62,4934.21,4704.58,2521.02
Forest land,Jõgeva maakond,2021,Mustvee vald,9,9.9,780020,4000,224000,1288.06,14877.3,8114.37,7380.84,5308.84
Forest land,Jõgeva maakond,2021,Põltsamaa vald,15,12.1,1032265,20000,240000,1150.75,13528.75,4365.73,5706.41,3234.99
Forest land,Järva maakond,2021,Järva vald,29,9.1,1246178,4522,172100,881.06,10423.99,2527.03,4005.62,2725.01
Forest land,Järva maakond,2021,Türi vald,14,8.8,740745,4238,240000,2027.75,11285.59,5620.7,5909.38,3068.43
Forest land,Lääne maakond,2021,Haapsalu linn,13,5.3,179439,4867,58000,542.45,6394.71,2027.98,2496.1,1391.25
Forest land,Lääne maakond,2021,Lääne-Nigula vald,37,12.5,1783190,5900,268000,1084.6,11172.16,3282.89,4163.61,2303.44
Forest land,Lääne-Viru maakond,2021,Haljala vald,5,5.0,193749,12249,105000,2027.98,11801.24,9030.84,7885.12,3716.9
Forest land,Lääne-Viru maakond,2021,Tapa vald,11,8.1,310565,8500,65000,1068.38,6869.22,3609.63,3587.52,1892.92
Forest land,Lääne-Viru maakond,2021,Vinni vald,26,11.5,1592689,4564,703600,1334.5,9960.16,5296.42,4871.76,2790.83
Forest land,Lääne-Viru maakond,2021,Väike-Maarja vald,9,7.8,311433,6000,120000,2018.16,9063.44,3571.43,4136.35,2295.23
Forest land,Põlva maakond,2021,Kanepi vald,7,4.5,120253,7300,33180,1738.12,7547.17,3921.8,4274.63,1887.23
Forest land,Põlva maakond,2021,Põlva vald,6,10.8,299100,17500,128000,2651.52,8209.72,4454.4,4920.53,1938.07
Forest land,Põlva maakond,2021,Räpina vald,5,7.1,278872,15000,115000,4000.0,12666.14,7211.54,7860.22,3225.34
Forest land,Pärnu maakond,2021,Häädemeeste vald,5,5.2,218000,6500,155000,1962.15,12132.35,3994.49,6514.74,4908.21
Forest land,Pärnu maakond,2021,Lääneranna vald,27,11.3,1079365,5252,141428,1752.44,9426.85,2968.07,3743.94,2126.75
Forest land,Pärnu maakond,2021,Põhja-Pärnumaa vald,12,17.3,1184277,35000,205000,2572.02,14089.35,7755.02,7719.39,4391.54
Forest land,Pärnu maakond,2021,Pärnu linn,12,7.6,372041,3500,71319,1215.28,8119.08,3138.81,4088.03,2272.67
Forest land,Pärnu maakond,2021,Saarde vald,8,8.9,421684,2700,140000,1102.04,7087.09,6262.04,5040.27,2281.08
Forest land,Pärnu maakond,2021,Tori vald,8,5.9,279000,5500,103500,1986.75,9426.23,3581.94,4588.18,2804.29
Forest land,Rapla maakond,2021,Kehtna vald,10,11.4,509792,13080,149700,910.4,9356.25,5611.25,5129.6,2999.67
Forest land,Rapla maakond,2021,Kohila vald,8,11.2,408719,7500,83000,1145.04,9215.96,4638.0,5149.34,2809.92
Forest land,Rapla maakond,2021,Märjamaa vald,26,11.3,1657051,8000,238000,1579.93,10489.2,3442.76,5038.21,2998.81
Forest land,Rapla maakond,2021,Rapla vald,11,7.2,322982,10000,51700,1750.7,7336.34,4813.29,4504.95,1616.77
Forest land,Saare maakond,2021,Muhu vald,16,4.9,312708,2826,71234,1202.27,6322.53,4060.11,3501.65,2028.38
Forest land,Saare maakond,2021,Saaremaa vald,80,7.7,1778725,1500,130000,341.69,10723.86,2251.05,2897.78,1980.27
Forest land,Tartu maakond,2021,Peipsiääre vald,14,5.7,357900,6500,64500,2090.03,10928.96,4791.84,4700.79,2483.66
Forest land,Tartu maakond,2021,Tartu vald,13,5.4,460808,18259,75000,3945.65,13736.26,6696.43,7242.45,2750.68
Forest land,Valga maakond,2021,Tõrva vald,16,17.4,1512546,16500,528000,1010.13,8000.0,4750.06,5007.05,1618.45
Forest land,Viljandi maakond,2021,Mulgi vald,11,7.8,318600,7000,51000,1517.45,5750.0,3571.43,3549.23,1477.13
Forest land,Viljandi maakond,2021,Põhja-Sakala vald,11,10.2,883971,4826,211000,2027.73,10557.01,7412.06,6862.21,3159.14
Forest land,Viljandi maakond,2021,Viljandi vald,14,11.4,671430,13366,176513,1914.85,14330.22,4450.52,5483.04,3370.61
Forest land,Võru maakond,2021,Rõuge vald,5,6.9,190240,22040,65000,3985.51,8165.83,5497.63,5782.07,1530.48
Forest land,Võru maakond,2021,Setomaa vald,7,4.3,119500,6000,50000,1384.62,11764.71,2704.92,4176.17,3751.34
Forest land,Võru maakond,2021,Võru vald,6,9.1,292715,32015,74000,3038.31,10164.84,6039.98,6208.45,2423.3
Forest land,Harju maakond,2022,Anija vald,11,9.7,1452222,33000,238450,3316.58,21426.89,14586.48,13847.38,5015.13
Forest land,Harju maakond,2022,Harku vald,9,7.6,578763,10649,250000,1587.03,14270.44,8038.59,7646.72,4731.68
Forest land,Harju maakond,2022,Jõelähtme vald,5,5.8,329079,20000,150000,4454.34,17939.36,4900.0,9822.08,7052.44
Forest land,Harju maakond,2022,Kiili vald,8,4.4,308600,9000,125000,3169.01,23217.82,5950.38,11446.91,9506.94
Forest land,Harju maakond,2022,Kose vald,23,8.5,1209973,4000,161000,1011.8,15374.4,5511.81,7470.94,4823.97
Forest land,Harju maakond,2022,Kuusalu vald,14,7.3,821177,17000,140000,2791.38,20833.33,7330.82,8890.94,5156.02
Forest land,Harju maakond,2022,Lääne-Harju vald,37,6.7,2309425,5000,208600,515.46,27777.78,9861.3,9258.85,4772.54
Forest land,Harju maakond,2022,Raasiku vald,6,6.2,306762,1000,71121,420.75,13464.05,11233.56,8855.13,5207.2
Forest land,Harju maakond,2022,Rae vald,9,4.9,546387,23000,120000,6020.94,20250.54,14224.14,13213.29,5050.68
Forest land,Harju maakond,2022,Saue vald,24,7.7,1784926,1000,435000,167.5,25742.57,6735.73,9185.2,7345.61
Forest land,Hiiu maakond,2022,Hiiumaa vald,204,8.0,9231833,1000,290000,318.47,19138.76,5505.91,6186.77,4078.8
Forest land,Ida-Viru maakond,2022,Alutaguse vald,34,10.0,2904922,3200,577000,469.21,26335.01,5091.68,7621.8,6081.74
Forest land,Ida-Viru maakond,2022,Lüganuse vald,29,6.7,1139336,8000,165000,978.0,17692.31,5613.31,6810.77,4504.83
Forest land,Ida-Viru maakond,2022,Narva-Jõesuu linn,11,12.5,457093,7000,154710,1109.35,7717.39,3724.25,3752.63,2098.45
Forest land,Ida-Viru maakond,2022,Toila vald,7,12.9,967113,26000,305000,3983.43,20361.56,11397.61,11043.43,5127.99
Forest land,Järva maakond,2022,Järva vald,75,7.1,4123321,1904,157000,411.25,27832.51,7217.21,8674.89,6205.72
Forest land,Järva maakond,2022,Paide linn,23,6.9,1481046,9259,220000,2345.06,20000.0,8897.67,8663.87,4746.31
Forest land,Järva maakond,2022,Türi vald,27,10.9,3256895,5000,365000,1779.36,25510.2,9927.05,11319.52,6850.17
Forest land,Jõgeva maakond,2022,Jõgeva vald,43,8.1,2707845,7000,420000,1280.79,18967.14,7621.95,8205.74,4067.11
Forest land,Jõgeva maakond,2022,Mustvee vald,42,8.1,3437938,4000,410000,222.43,28158.84,10207.18,10737.81,6689.35
Forest land,Jõgeva maakond,2022,Põltsamaa vald,20,10.1,1604086,6800,230000,2008.03,18691.59,8043.61,8883.19,5777.15
Forest land,Lääne maakond,2022,Haapsalu linn,31,7.5,995736,2000,115000,520.83,11229.31,4016.03,4180.08,2455.51
Forest land,Lääne maakond,2022,Lääne-Nigula vald,114,8.6,7576658,3465,385000,367.99,24000.0,5559.88,7913.76,6656.51
Forest land,Lääne maakond,2022,Vormsi vald,5,10.0,256166,9750,105200,3200.0,10223.52,3250.0,5461.25,3211.99
Forest land,Lääne-Viru maakond,2022,Haljala vald,19,6.2,655636,10200,116039,2543.64,15737.44,4967.6,6458.35,3897.79
Forest land,Lääne-Viru maakond,2022,Kadrina vald,25,5.7,1379892,4000,212899,593.47,19804.56,7042.25,8476.98,5960.91
Forest land,Lääne-Viru maakond,2022,Rakvere vald,13,6.2,606116,1167,141404,116.12,14760.33,8121.83,8245.98,4592.66
Forest land,Lääne-Viru maakond,2022,Tapa vald,15,8.2,937116,8000,195000,974.42,17473.12,7326.11,7277.84,4434.29
Forest land,Lääne-Viru maakond,2022,Vinni vald,45,8.5,2286606,7714,150000,1130.1,16094.42,5215.23,6350.75,3369.45
Forest land,Lääne-Viru maakond,2022,Viru-Nigula vald,11,7.2,597199,5000,125500,2008.03,14798.21,6675.53,6826.05,3852.15
Forest land,Lääne-Viru maakond,2022,Väike-Maarja vald,28,8.3,1617479,5000,204140,952.38,23545.59,5412.21,7065.79,5025.07
Forest land,Pärnu maakond,2022,Häädemeeste vald,18,10.1,1951310,14000,550000,1635.51,17002.52,9651.95,9924.35,4775.82
Forest land,Pärnu maakond,2022,Lääneranna vald,61,9.3,3431342,7000,210000,1005.48,22180.09,5094.64,6055.3,4068.2
Forest land,Pärnu maakond,2022,Põhja-Pärnumaa vald,16,9.7,1265017,8500,310000,2000.0,13077.47,6743.32,7240.79,3484.39
Forest land,Pärnu maakond,2022,Pärnu linn,32,6.8,1715840,8100,147200,2125.98,20242.91,6934.94,8306.24,4591.33
Forest land,Pärnu maakond,2022,Saarde vald,25,7.5,1875625,1150,800000,454.55,24204.85,5878.7,7253.94,5968.76
Forest land,Pärnu maakond,2022,Tori vald,18,10.4,1689100,4000,290000,1392.71,22481.27,7913.1,8691.03,5948.31
Forest land,Põlva maakond,2022,Kanepi vald,15,6.0,934327,7500,254450,2542.37,17215.83,5904.69,7542.23,4763.17
Forest land,Põlva maakond,2022,Põlva vald,20,4.9,781797,4300,89442,2028.3,24313.73,6474.17,8534.82,6323.91
Forest land,Põlva maakond,2022,Räpina vald,5,5.0,154000,3000,68000,1310.04,10195.23,3436.99,5472.1,3947.36
Forest land,Rapla maakond,2022,Kehtna vald,31,12.6,2587811,6000,470000,527.24,14035.09,5499.05,6005.5,2804.11
Forest land,Rapla maakond,2022,Kohila vald,9,9.6,744170,7500,300000,3435.11,25714.29,5698.01,8038.37,7103.41
Forest land,Rapla maakond,2022,Märjamaa vald,43,8.6,2981271,1500,323511,266.9,20176.73,7861.64,8251.98,4602.78
Forest land,Rapla maakond,2022,Rapla vald,49,8.8,3386204,650,420000,129.22,20093.46,5972.7,7775.23,5094.19
Forest land,Saare maakond,2022,Muhu vald,30,3.3,648481,5945,65080,2430.56,18594.29,5743.26,7247.72,5120.99
Forest land,Saare maakond,2022,Saaremaa vald,248,6.5,10749608,3000,206480,920.25,28508.77,4565.52,6607.21,5110.0
Forest land,Tartu maakond,2022,Elva vald,43,6.2,2203851,5500,291101,2310.92,20541.73,5848.43,8223.96,5276.33
Forest land,Tartu maakond,2022,Kambja vald,11,7.0,1214845,7500,254000,1986.75,21404.4,11724.14,12236.24,8021.38
Forest land,Tartu maakond,2022,Kastre vald,8,6.2,451235,3000,133300,314.47,15719.34,9785.29,8922.44,5757.72
Forest land,Tartu maakond,2022,Nõo vald,9,10.6,617966,9000,145000,2820.87,11326.86,6150.06,6493.26,2822.29
Forest land,Tartu maakond,2022,Peipsiääre vald,36,5.0,1668431,1500,155000,602.41,28992.63,8106.33,10024.65,6609.39
Forest land,Tartu maakond,2022,Tartu vald,15,4.1,587600,10000,90000,1264.22,23778.5,9025.27,10400.78,5776.09
Forest land,Valga maakond,2022,Tõrva vald,34,11.8,2657150,12100,295000,2694.88,22501.91,5917.34,6580.18,3489.78
Forest land,Valga maakond,2022,Valga vald,19,9.8,1610100,25000,220000,5892.12,18779.34,8771.93,9615.69,3932.38
Forest land,Viljandi maakond,2022,Mulgi vald,13,11.6,1347332,12000,285350,2495.97,17179.9,7571.43,8557.36,4408.56
Forest land,Viljandi maakond,2022,Põhja-Sakala vald,29,9.7,2553287,3500,350000,1241.13,29411.76,6161.14,8241.01,5929.56
Forest land,Viljandi maakond,2022,Viljandi vald,35,7.1,1766094,3759,171300,449.1,20000.0,6555.94,8147.36,5281.4
Forest land,Võru maakond,2022,Antsla vald,9,4.7,475599,7000,230000,1541.85,26077.1,4225.35,9541.44,8427.73
Forest land,Võru maakond,2022,Rõuge vald,28,9.0,1855890,2200,402000,320.7,29278.95,6368.3,6994.68,5340.17
Forest land,Võru maakond,2022,Setomaa vald,15,5.9,803977,7124,325000,2648.33,26020.82,5292.34,7390.34,6045.47
Forest land,Võru maakond,2022,Võru vald,19,6.1,931807,2000,170000,463.18,15224.59,7874.02,7277.68,4405.44
